Season,Player,Matches_Bowled,Balls_Bowled,Wickets_Taken,Runs_Conceded,Overs_Bowled,Bowling_Average,Economy_Rate,Strike_Rate
2025,Rashid Khan,15,336,9,15,56.0,1.6666666666666667,0.26785714285714285,37.333333333333336
2025,Rasikh Salam,2,38,1,3,6.2,3.0,0.4736842105263158,38.0
2025,Ravi Bishnoi,11,233,9,12,38.5,1.3333333333333333,0.30901287553648066,25.88888888888889
2025,Richard Gleeson,1,22,1,1,3.4,1.0,0.27272727272727276,22.0
2025,Riyan Parag,9,127,4,9,21.1,2.25,0.42519685039370075,31.75
2025,Russell,9,114,8,6,19.0,0.75,0.3157894736842105,14.25
2025,Sai Kishore,15,262,19,10,43.4,0.5263157894736842,0.22900763358778628,13.789473684210526
2025,Sakariya,1,19,0,1,3.1,0.0,0.31578947368421056,0.0
2025,Sam Curran,5,74,1,4,12.2,4.0,0.3243243243243243,74.0
2025,Sandeep,1,4,0,0,0.4,0.0,0.0,0.0
2025,Sandeep Sharma,10,237,10,20,39.3,2.0,0.5063291139240507,23.7
2025,Santner,13,247,10,14,41.1,1.4,0.3400809716599191,24.7
2025,Satyanarayana Raju,2,29,2,6,4.5,3.0,1.2413793103448276,14.5
2025,Shahbaz Ahmed,3,56,1,6,9.2,6.0,0.6428571428571428,56.0
2025,Shahrukh Khan,1,6,1,0,1.0,0.0,0.0,6.0
2025,Shami,9,187,6,22,31.1,3.6666666666666665,0.7058823529411764,31.166666666666668
2025,Shashank Singh,1,12,0,0,2.0,0.0,0.0,0.0
2025,Shepherd,7,90,6,11,15.0,1.8333333333333333,0.7333333333333333,15.0
2025,Shivam Dube,1,13,0,5,2.1,0.0,2.307692307692308,0.0
2025,Simarjeet Singh,4,63,2,8,10.3,4.0,0.7619047619047619,31.5
2025,Siraj,15,364,16,40,60.4,2.5,0.6593406593406593,22.75
2025,Spencer Johnson,4,72,1,5,12.0,5.0,0.4166666666666667,72.0
2025,Stoinis,9,91,1,8,15.1,8.0,0.5274725274725275,91.0
2025,Stubbs,2,12,0,0,2.0,0.0,0.0,0.0
2025,Suryansh Shedge,1,19,0,1,3.1,0.0,0.31578947368421056,0.0
2025,Suyash Sharma,14,305,9,21,50.5,2.3333333333333335,0.4131147540983606,33.888888888888886
2025,T Natarajan,2,25,1,0,4.1,0.0,0.0,25.0
2025,Thakur,10,220,15,16,36.4,1.0666666666666667,0.4363636363636364,14.666666666666666
2025,Theekshana,11,270,11,27,45.0,2.4545454545454546,0.6,24.545454545454547
2025,Topley,1,18,0,0,3.0,0.0,0.0,0.0
2025,Tushar Deshpande,10,211,9,21,35.1,2.3333333333333335,0.5971563981042655,23.444444444444443
2025,Unadkat,7,146,12,5,24.2,0.4166666666666667,0.20547945205479454,12.166666666666666
2025,Vaibhav Arora,12,270,19,16,45.0,0.8421052631578947,0.35555555555555557,14.210526315789474
2025,Varun Chakaravarthy,13,308,17,15,51.2,0.8823529411764706,0.2922077922077922,18.11764705882353
2025,Vignesh Puthur,5,73,6,1,12.1,0.16666666666666666,0.08219178082191782,12.166666666666666
2025,Vijaykumar Vyshak,5,112,4,14,18.4,3.5,0.75,28.0
2025,Vipraj Nigam,13,244,12,16,40.4,1.3333333333333333,0.3934426229508197,20.333333333333332
2025,Washington Sundar,5,67,2,3,11.1,1.5,0.26865671641791045,33.5
2025,Will Jacks,8,90,6,10,15.0,1.6666666666666667,0.6666666666666666,15.0
2025,William ORourke,3,64,6,3,10.4,0.5,0.28125,10.666666666666666
2025,Yash Dayal,15,305,14,24,50.5,1.7142857142857142,0.47213114754098356,21.785714285714285
2025,Yash Thakur,2,43,1,5,7.1,5.0,0.6976744186046512,43.0
2025,Yudhvir Singh,4,69,4,4,11.3,1.0,0.34782608695652173,17.25
2025,Zampa,2,50,2,2,8.2,1.0,0.24,25.0
2025,Zeeshan Ansari,10,209,8,7,34.5,0.875,0.20095693779904306,26.125
