Season,Player,Matches_Bowled,Balls_Bowled,Wickets_Taken,Runs_Conceded,Overs_Bowled,Bowling_Average,Economy_Rate,Strike_Rate
2023,BA Stokes,1,6,0,0,1.0,0.0,0.0,0.0
2023,C Green,16,239,8,27,39.5,3.375,0.6778242677824268,29.875
2023,C Sakariya,2,55,3,7,9.1,2.3333333333333335,0.7636363636363637,18.333333333333332
2023,CJ Jordan,6,140,3,13,23.2,4.333333333333333,0.5571428571428572,46.666666666666664
2023,CV Varun,14,323,20,28,53.5,1.4,0.5201238390092879,16.15
2023,D Jansen,1,28,1,4,4.4,4.0,0.8571428571428571,28.0
2023,D Pretorius,1,28,0,5,4.4,0.0,1.0714285714285714,0.0
2023,D Wiese,1,18,0,0,3.0,0.0,0.0,0.0
2023,DG Nalkande,1,25,1,2,4.1,2.0,0.48,25.0
2023,DJ Hooda,1,6,0,0,1.0,0.0,0.0,0.0
2023,DJ Willey,4,94,4,5,15.4,1.25,0.3191489361702128,23.5
2023,DL Chahar,10,215,13,16,35.5,1.2307692307692308,0.44651162790697674,16.53846153846154
2023,Fazalhaq Farooqi,4,86,4,8,14.2,2.0,0.5581395348837209,21.5
2023,GD Phillips,2,18,1,0,3.0,0.0,0.0,18.0
2023,GJ Maxwell,7,64,3,3,10.4,1.0,0.28125,21.333333333333332
2023,Gurnoor Brar,1,21,0,3,3.3,0.0,0.8571428571428571,0.0
2023,H Sharma,1,18,0,5,3.0,0.0,1.6666666666666667,0.0
2023,HH Pandya,11,156,4,19,26.0,4.75,0.7307692307692307,39.0
2023,HR Shokeen,8,119,3,12,19.5,4.0,0.6050420168067228,39.666666666666664
2023,HV Patel,13,302,15,36,50.2,2.4,0.7152317880794702,20.133333333333333
2023,Harpreet Brar,11,166,9,4,27.4,0.4444444444444444,0.14457831325301204,18.444444444444443
2023,Harshit Rana,6,108,6,12,18.0,2.0,0.6666666666666666,18.0
2023,I Sharma,8,157,10,13,26.1,1.3,0.4968152866242038,15.7
2023,J Little,10,211,9,9,35.1,1.0,0.2559241706161138,23.444444444444443
2023,J Yadav,1,24,0,0,4.0,0.0,0.0,0.0
2023,JC Archer,5,129,2,25,21.3,12.5,1.1627906976744187,64.5
2023,JD Unadkat,3,52,1,8,8.4,8.0,0.9230769230769231,52.0
2023,JE Root,1,12,0,1,2.0,0.0,0.5,0.0
2023,JO Holder,8,176,4,11,29.2,2.75,0.375,44.0
2023,JP Behrendorff,12,262,17,22,43.4,1.2941176470588236,0.5038167938931298,15.411764705882353
2023,JR Hazlewood,3,57,3,3,9.3,1.0,0.3157894736842105,19.0
2023,K Gowtham,6,100,3,4,16.4,1.3333333333333333,0.24,33.333333333333336
2023,K Kartikeya,8,163,5,12,27.1,2.4,0.44171779141104295,32.6
2023,K Khejroliya,2,28,2,2,4.4,1.0,0.42857142857142855,14.0
2023,K Rabada,6,147,7,20,24.3,2.857142857142857,0.8163265306122449,21.0
2023,K Yadav,2,42,2,0,7.0,0.0,0.0,21.0
2023,KH Pandya,12,253,9,8,42.1,0.8888888888888888,0.18972332015810278,28.11111111111111
2023,KK Ahmed,9,212,10,24,35.2,2.4,0.6792452830188679,21.2
2023,KM Asif,4,91,3,10,15.1,3.3333333333333335,0.6593406593406593,30.333333333333332
2023,KR Mayers,6,46,0,4,7.4,0.0,0.5217391304347826,0.0
2023,KR Sen,2,19,0,2,3.1,0.0,0.6315789473684211,0.0
2023,KV Sharma,7,132,11,9,22.0,0.8181818181818182,0.4090909090909091,12.0
2023,Kartik Tyagi,3,44,1,7,7.2,7.0,0.9545454545454546,44.0
2023,Kuldeep Yadav,14,300,10,11,50.0,1.1,0.22,30.0
2023,LH Ferguson,3,50,1,10,8.2,10.0,1.2,50.0
2023,LS Livingstone,5,42,2,0,7.0,0.0,0.0,21.0
2023,Lalit Yadav,4,82,3,6,13.4,2.0,0.43902439024390244,27.333333333333332
2023,M Ashwin,2,25,0,1,4.1,0.0,0.24,0.0
2023,M Jansen,8,178,10,26,29.4,2.6,0.8764044943820224,17.8
2023,M Markande,10,230,12,3,38.2,0.25,0.07826086956521738,19.166666666666668
2023,M Pathirana,12,310,23,57,51.4,2.4782608695652173,1.103225806451613,13.478260869565217
2023,M Theekshana,13,298,11,14,49.4,1.2727272727272727,0.2818791946308725,27.09090909090909
2023,MA Wood,4,102,11,18,17.0,1.6363636363636365,1.0588235294117647,9.272727272727273
2023,MG Bracewell,5,66,6,0,11.0,0.0,0.0,11.0
2023,MJ Santner,3,72,3,1,12.0,0.3333333333333333,0.08333333333333333,24.0
2023,MK Lomror,2,12,1,0,2.0,0.0,0.0,12.0
2023,MM Ali,11,157,9,4,26.1,0.4444444444444444,0.15286624203821655,17.444444444444443
2023,MM Sharma,14,268,31,4,44.4,0.12903225806451613,0.08955223880597016,8.64516129032258
2023,MP Stoinis,5,69,5,5,11.3,1.0,0.43478260869565216,13.8
2023,MR Marsh,8,132,12,13,22.0,1.0833333333333333,0.5909090909090909,11.0
2023,MW Short,3,25,0,1,4.1,0.0,0.24,0.0
2023,Mayank Dagar,3,66,1,0,11.0,0.0,0.0,66.0
2023,Mohammed Shami,17,403,28,29,67.1,1.0357142857142858,0.43176178660049624,14.392857142857142
2023,Mohammed Siraj,14,329,20,54,54.5,2.7,0.9848024316109422,16.45
2023,Mohit Rathee,1,12,0,0,2.0,0.0,0.0,0.0
2023,Mohsin Khan,4,64,3,8,10.4,2.6666666666666665,0.75,21.333333333333332
2023,Mukesh Kumar,10,197,9,13,32.5,1.4444444444444444,0.3959390862944162,21.88888888888889
2023,Mustafizur Rahman,2,42,1,0,7.0,0.0,0.0,42.0
2023,N Rana,6,54,3,1,9.0,0.3333333333333333,0.1111111111111111,18.0
2023,NA Saini,1,15,0,4,2.3,0.0,1.6,0.0
2023,NT Ellis,10,233,13,9,38.5,0.6923076923076923,0.2317596566523605,17.923076923076923
2023,Navdeep Saini,1,25,3,1,4.1,0.3333333333333333,0.24,8.333333333333334
2023,Naveen-ul-Haq,7,175,11,15,29.1,1.3636363636363635,0.5142857142857142,15.909090909090908
2023,Nithish Kumar Reddy,2,31,0,1,5.1,0.0,0.1935483870967742,0.0
2023,Noor Ahmad,13,299,16,22,49.5,1.375,0.4414715719063545,18.6875
2023,OC McCoy,1,7,0,1,1.1,0.0,0.8571428571428571,0.0
2023,P Dubey,1,19,1,1,3.1,1.0,0.31578947368421056,19.0
2023,PP Chawla,16,371,23,9,61.5,0.391304347826087,0.14555256064690025,16.130434782608695
2023,PWH de Silva,8,175,9,3,29.1,0.3333333333333333,0.10285714285714286,19.444444444444443
2023,R Ashwin,13,309,15,18,51.3,1.2,0.34951456310679613,20.6
2023,R Dhawan,4,42,1,4,7.0,4.0,0.5714285714285714,42.0
2023,R Goyal,1,24,0,1,4.0,0.0,0.25,0.0
2023,R Powell,1,14,1,2,2.2,2.0,0.8571428571428571,14.0
2023,R Tewatia,2,14,0,1,2.2,0.0,0.42857142857142855,0.0
2023,RA Jadeja,16,348,20,12,58.0,0.6,0.20689655172413793,17.4
2023,RD Chahar,14,301,8,6,50.1,0.75,0.11960132890365449,37.625
2023,RJW Topley,1,12,1,0,2.0,0.0,0.0,12.0
2023,RP Meredith,5,126,7,11,21.0,1.5714285714285714,0.5238095238095238,18.0
2023,RS Hangargekar,2,43,3,7,7.1,2.3333333333333335,0.9767441860465116,14.333333333333334
2023,Rashid Khan,17,407,28,10,67.5,0.35714285714285715,0.14742014742014742,14.535714285714286
2023,Ravi Bishnoi,14,312,17,12,52.0,0.7058823529411765,0.23076923076923078,18.352941176470587
2023,SM Curran,14,299,11,20,49.5,1.8181818181818181,0.4013377926421404,27.181818181818183
2023,SN Thakur,9,132,7,8,22.0,1.1428571428571428,0.36363636363636365,18.857142857142858
2023,SP Narine,14,296,11,15,49.2,1.3636363636363635,0.30405405405405406,26.90909090909091
2023,SSB Magala,2,37,1,2,6.1,2.0,0.3243243243243243,37.0
2023,Sandeep Sharma,12,290,15,16,48.2,1.0666666666666667,0.3310344827586207,19.333333333333332
2023,Shahbaz Ahmed,5,42,1,0,7.0,0.0,0.0,42.0
2023,Sikandar Raza,6,76,3,13,12.4,4.333333333333333,1.0263157894736843,25.333333333333332
2023,Suyash Sharma,11,239,11,14,39.5,1.2727272727272727,0.3514644351464435,21.727272727272727
2023,Swapnil Singh,2,12,0,0,2.0,0.0,0.0,0.0
2023,T Natarajan,12,276,13,12,46.0,0.9230769230769231,0.2608695652173913,21.23076923076923
2023,T Stubbs,1,12,1,0,2.0,0.0,0.0,12.0
2023,TA Boult,10,235,13,16,39.1,1.2307692307692308,0.4085106382978724,18.076923076923077
2023,TG Southee,2,36,2,0,6.0,0.0,0.0,18.0
2023,TU Deshpande,16,368,24,43,61.2,1.7916666666666667,0.7010869565217391,15.333333333333334
2023,Tilak Varma,1,7,0,1,1.1,0.0,0.8571428571428571,0.0
2023,UT Yadav,8,116,1,3,19.2,3.0,0.15517241379310345,116.0
2023,Umran Malik,8,124,6,12,20.4,2.0,0.5806451612903225,20.666666666666668
2023,VG Arora,5,107,5,15,17.5,3.0,0.8411214953271029,21.4
2023,Vijaykumar Vyshak,7,153,11,9,25.3,0.8181818181818182,0.35294117647058826,13.909090909090908
2023,Vivrant Sharma,2,21,0,3,3.3,0.0,0.8571428571428571,0.0
2023,WD Parnell,7,157,9,7,26.1,0.7777777777777778,0.267515923566879,17.444444444444443
2023,Washington Sundar,7,106,3,0,17.4,0.0,0.0,35.333333333333336
2023,YS Chahal,14,326,22,11,54.2,0.5,0.20245398773006135,14.818181818181818
2023,Yash Dayal,5,88,2,4,14.4,2.0,0.27272727272727276,44.0
2023,Yash Thakur,9,207,15,24,34.3,1.6,0.6956521739130435,13.8
2023,Yudhvir Singh,3,50,3,9,8.2,3.0,1.0799999999999998,16.666666666666668
2024,A Badoni,2,12,0,0,2.0,0.0,0.0,0.0
2024,A Kamboj,3,68,2,9,11.2,4.5,0.7941176470588235,34.0
2024,A Mishra,1,12,1,0,2.0,0.0,0.0,12.0
2024,A Nortje,6,140,7,12,23.2,1.7142857142857142,0.5142857142857143,20.0
2024,AD Russell,14,188,19,21,31.2,1.105263157894737,0.6702127659574468,9.894736842105264
2024,AK Markram,2,13,0,1,2.1,0.0,0.46153846153846156,0.0
2024,AR Patel,14,265,11,4,44.1,0.36363636363636365,0.09056603773584906,24.09090909090909
2024,AS Joseph,3,64,1,15,10.4,15.0,1.40625,64.0
2024,AS Roy,3,34,1,0,5.4,0.0,0.0,34.0
2024,Abhishek Sharma,4,42,2,0,7.0,0.0,0.0,21.0
2024,Akash Deep,1,23,1,2,3.5,2.0,0.5217391304347826,23.0
2024,Akash Madhwal,5,119,6,14,19.5,2.3333333333333335,0.7058823529411765,19.833333333333332
2024,Arjun Tendulkar,1,15,0,1,2.3,0.0,0.4,0.0
2024,Arshad Khan,3,56,1,8,9.2,8.0,0.8571428571428571,56.0
2024,Arshad Khan (2),1,13,0,3,2.1,0.0,1.3846153846153848,0.0
2024,Arshdeep Singh,14,326,20,33,54.2,1.65,0.607361963190184,16.3
2024,Atharva Taide,1,1,0,0,0.1,0.0,0.0,0.0
2024,Avesh Khan,15,346,22,25,57.4,1.1363636363636365,0.43352601156069365,15.727272727272727
2024,Azmatullah Omarzai,7,131,4,13,21.5,3.25,0.5954198473282443,32.75
2024,B Kumar,16,357,11,37,59.3,3.3636363636363638,0.6218487394957983,32.45454545454545
2024,C Green,13,223,12,14,37.1,1.1666666666666667,0.3766816143497758,18.583333333333332
2024,CV Varun,14,309,21,18,51.3,0.8571428571428571,0.34951456310679613,14.714285714285714
2024,DG Nalkande,3,31,3,3,5.1,1.0,0.5806451612903225,10.333333333333334
2024,DJ Hooda,2,19,0,1,3.1,0.0,0.31578947368421056,0.0
2024,DJ Mitchell,2,38,1,2,6.2,2.0,0.31578947368421056,38.0
2024,DL Chahar,8,146,5,5,24.2,1.0,0.20547945205479454,29.2
2024,G Coetzee,10,216,13,39,36.0,3.0,1.0833333333333333,16.615384615384617
2024,GJ Maxwell,6,98,7,6,16.2,0.8571428571428571,0.3673469387755102,14.0
2024,Gulbadin Naib,1,6,0,0,1.0,0.0,0.0,0.0
2024,H Sharma,1,12,0,0,2.0,0.0,0.0,0.0
2024,HH Pandya,12,226,13,12,37.4,0.9230769230769231,0.3185840707964602,17.384615384615383
2024,HV Patel,14,317,30,35,52.5,1.1666666666666667,0.6624605678233438,10.566666666666666
2024,Harpreet Brar,13,230,7,12,38.2,1.7142857142857142,0.31304347826086953,32.857142857142854
2024,Harshit Rana,11,264,20,13,44.0,0.65,0.29545454545454547,13.2
2024,I Sharma,9,182,12,25,30.2,2.0833333333333335,0.8241758241758242,15.166666666666666
2024,J Little,1,25,4,1,4.1,0.25,0.24,6.25
2024,JA Richardson,1,25,0,2,4.1,0.0,0.48,0.0
2024,JD Unadkat,11,200,9,15,33.2,1.6666666666666667,0.44999999999999996,22.22222222222222
2024,JJ Bumrah,13,328,21,26,54.4,1.2380952380952381,0.475609756097561,15.619047619047619
2024,K Gowtham,1,13,0,2,2.1,0.0,0.9230769230769231,0.0
2024,K Rabada,11,262,11,24,43.4,2.1818181818181817,0.549618320610687,23.818181818181817
2024,KA Maharaj,2,36,2,0,6.0,0.0,0.0,18.0
2024,KH Pandya,12,205,6,18,34.1,3.0,0.526829268292683,34.166666666666664
2024,KK Ahmed,14,324,17,40,54.0,2.3529411764705883,0.7407407407407407,19.058823529411764
2024,KR Sen,3,79,6,12,13.1,2.0,0.9113924050632912,13.166666666666666
2024,KT Maphaka,2,39,1,4,6.3,4.0,0.6153846153846154,39.0
2024,KV Sharma,9,149,7,7,24.5,1.0,0.2818791946308725,21.285714285714285
2024,Kartik Tyagi,1,26,0,3,4.2,0.0,0.6923076923076924,0.0
2024,Kuldeep Yadav,11,267,16,13,44.3,0.8125,0.29213483146067415,16.6875
2024,L Wood,2,38,1,3,6.2,3.0,0.4736842105263158,38.0
2024,LB Williams,2,42,1,13,7.0,13.0,1.8571428571428572,42.0
2024,LH Ferguson,7,147,10,8,24.3,0.8,0.32653061224489793,14.7
2024,LS Livingstone,4,75,3,5,12.3,1.6666666666666667,0.4,25.0
2024,Lalit Yadav,2,18,0,1,3.0,0.0,0.3333333333333333,0.0
2024,M Jansen,3,68,2,18,11.2,9.0,1.588235294117647,34.0
2024,M Markande,7,142,8,10,23.4,1.25,0.4225352112676056,17.75
2024,M Pathirana,6,145,13,21,24.1,1.6153846153846154,0.8689655172413793,11.153846153846153
2024,M Shahrukh Khan,2,12,0,1,2.0,0.0,0.5,0.0
2024,M Siddharth,3,58,1,6,9.4,6.0,0.6206896551724138,58.0
2024,M Theekshana,5,121,2,3,20.1,1.5,0.1487603305785124,60.5
2024,MA Starc,13,267,20,36,44.3,1.8,0.8089887640449438,13.35
2024,MJ Henry,4,74,1,4,12.2,4.0,0.3243243243243243,74.0
2024,MJ Santner,3,54,3,0,9.0,0.0,0.0,18.0
2024,MJ Suthar,1,12,0,0,2.0,0.0,0.0,0.0
2024,MK Lomror,1,9,0,3,1.3,0.0,2.0,0.0
2024,MM Ali,4,49,2,1,8.1,0.5,0.12244897959183675,24.5
2024,MM Sharma,11,245,16,14,40.5,0.875,0.34285714285714286,15.3125
2024,MP Stoinis,7,87,5,8,14.3,1.6,0.5517241379310345,17.4
2024,MP Yadav,4,76,8,6,12.4,0.75,0.4736842105263158,9.5
2024,MR Marsh,3,54,1,6,9.0,6.0,0.6666666666666666,54.0
2024,Mayank Dagar,5,72,1,7,12.0,7.0,0.5833333333333334,72.0
2024,Mohammad Nabi,6,74,2,1,12.2,0.5,0.08108108108108107,37.0
2024,Mohammed Siraj,14,350,15,38,58.2,2.533333333333333,0.6514285714285714,23.333333333333332
2024,Mohsin Khan,10,237,10,10,39.3,1.0,0.25316455696202533,23.7
2024,Mukesh Choudhary,1,7,0,1,1.1,0.0,0.8571428571428571,0.0
2024,Mukesh Kumar,10,223,22,21,37.1,0.9545454545454546,0.5650224215246638,10.136363636363637
2024,Mustafizur Rahman,9,225,14,25,37.3,1.7857142857142858,0.6666666666666666,16.071428571428573
2024,N Burger,5,105,7,14,17.3,2.0,0.8,15.0
2024,N Thushara,7,172,8,20,28.4,2.5,0.6976744186046512,21.5
2024,N Wadhera,1,12,0,0,2.0,0.0,0.0,0.0
2024,NT Ellis,1,24,1,0,4.0,0.0,0.0,24.0
2024,Naman Dhir,3,29,0,1,4.5,0.0,0.20689655172413796,0.0
2024,Naveen-ul-Haq,10,232,15,16,38.4,1.0666666666666667,0.4137931034482759,15.466666666666667
2024,Nithish Kumar Reddy,7,87,4,9,14.3,2.25,0.6206896551724138,21.75
2024,Noor Ahmad,10,214,8,13,35.4,1.625,0.36448598130841126,26.75
2024,PJ Cummins,16,375,18,15,62.3,0.8333333333333334,0.24,20.833333333333332
2024,PP Chawla,11,215,13,9,35.5,0.6923076923076923,0.2511627906976744,16.53846153846154
2024,PVD Chameera,1,19,0,2,3.1,0.0,0.6315789473684211,0.0
2024,R Ashwin,14,346,9,30,57.4,3.3333333333333335,0.5202312138728324,38.44444444444444
2024,R Dhawan,1,19,0,5,3.1,0.0,1.5789473684210527,0.0
2024,R Parag,2,19,0,1,3.1,0.0,0.31578947368421056,0.0
2024,R Ravindra,2,12,0,0,2.0,0.0,0.0,0.0
2024,R Sai Kishore,5,93,7,3,15.3,0.42857142857142855,0.1935483870967742,13.285714285714286
2024,R Shepherd,5,76,2,8,12.4,4.0,0.6315789473684211,38.0
2024,RA Jadeja,14,285,8,5,47.3,0.625,0.10526315789473684,35.625
2024,RD Chahar,9,189,10,4,31.3,0.4,0.12698412698412698,18.9
2024,RJ Gleeson,2,51,1,5,8.3,5.0,0.5882352941176471,51.0
2024,RJW Topley,4,95,4,5,15.5,1.25,0.3157894736842105,23.75
2024,Ramandeep Singh,1,4,0,0,0.4,0.0,0.0,0.0
2024,Rashid Khan,12,262,10,5,43.4,0.5,0.11450381679389314,26.2
2024,Rasikh Salam,8,156,9,11,26.0,1.2222222222222223,0.4230769230769231,17.333333333333332
2024,Ravi Bishnoi,14,270,10,9,45.0,0.9,0.2,27.0
2024,S Dube,1,6,1,0,1.0,0.0,0.0,6.0
2024,S Gopal,3,42,3,0,7.0,0.0,0.0,14.0
2024,S Joseph,1,30,0,14,5.0,0.0,2.8,0.0
2024,S Sandeep Warrier,5,70,6,7,11.4,1.1666666666666667,0.6,11.666666666666666
2024,SH Johnson,5,99,4,7,16.3,1.75,0.42424242424242425,24.75
2024,SM Curran,13,254,16,14,42.2,0.875,0.3307086614173228,15.875
2024,SN Thakur,9,197,5,13,32.5,2.6,0.3959390862944162,39.4
2024,SP Narine,14,334,18,13,55.4,0.7222222222222222,0.23353293413173654,18.555555555555557
2024,SZ Mulani,2,33,0,3,5.3,0.0,0.5454545454545454,0.0
2024,Sandeep Sharma,10,236,15,11,39.2,0.7333333333333333,0.2796610169491525,15.733333333333333
2024,Shahbaz Ahmed,15,166,7,8,27.4,1.1428571428571428,0.2891566265060241,23.714285714285715
2024,Shashank Singh,1,6,1,0,1.0,0.0,0.0,6.0
2024,Sikandar Raza,1,12,0,0,2.0,0.0,0.0,0.0
2024,Simarjeet Singh,4,80,6,9,13.2,1.5,0.6749999999999999,13.333333333333334
2024,Sumit Kumar,2,22,0,2,3.4,0.0,0.5454545454545455,0.0
2024,Suyash Sharma,2,25,0,1,4.1,0.0,0.24,0.0
2024,Swapnil Singh,7,92,6,2,15.2,0.3333333333333333,0.13043478260869565,15.333333333333334
2024,T Natarajan,14,332,20,28,55.2,1.4,0.5060240963855421,16.6
2024,T Stubbs,2,13,3,1,2.1,0.3333333333333333,0.46153846153846156,4.333333333333333
2024,TA Boult,15,333,16,23,55.3,1.4375,0.4144144144144144,20.8125
2024,TM Head,1,10,0,0,1.4,0.0,0.0,0.0
2024,TU Deshpande,13,310,18,34,51.4,1.8888888888888888,0.6580645161290323,17.22222222222222
2024,Tilak Varma,1,4,0,0,0.4,0.0,0.0,0.0
2024,UT Yadav,7,129,9,4,21.3,0.4444444444444444,0.18604651162790697,14.333333333333334
2024,Umran Malik,1,7,0,1,1.1,0.0,0.8571428571428571,0.0
2024,V Kaverappa,1,24,2,0,4.0,0.0,0.0,12.0
2024,V Viyaskanth,3,60,1,4,10.0,4.0,0.4,60.0
2024,VG Arora,10,201,11,29,33.3,2.6363636363636362,0.8656716417910447,18.272727272727273
2024,VR Iyer,1,6,0,0,1.0,0.0,0.0,0.0
2024,Vijaykumar Vyshak,4,90,6,4,15.0,0.6666666666666666,0.26666666666666666,15.0
2024,WG Jacks,5,55,2,2,9.1,1.0,0.2181818181818182,27.5
2024,Washington Sundar,2,30,1,0,5.0,0.0,0.0,30.0
2024,YS Chahal,15,362,19,17,60.2,0.8947368421052632,0.281767955801105,19.05263157894737
2024,Yash Dayal,14,322,16,38,53.4,2.375,0.7080745341614907,20.125
2024,Yash Thakur,10,225,12,15,37.3,1.25,0.4,18.75
2024,Yudhvir Singh,2,24,1,0,4.0,0.0,0.0,24.0
2025,Abdul Samad,1,2,0,0,0.2,0.0,0.0,0.0
2025,Abhishek Sharma,6,67,0,2,11.1,0.0,0.17910447761194032,0.0
2025,Akash Deep,6,127,3,18,21.1,6.0,0.8503937007874015,42.333333333333336
2025,Akash Madhwal,4,95,4,10,15.5,2.5,0.631578947368421,23.75
2025,Akash Maharaj Singh,3,67,4,0,11.1,0.0,0.0,16.75
2025,Anshul Kamboj,8,130,8,2,21.4,0.25,0.0923076923076923,16.25
2025,Anukul Roy,1,25,2,1,4.1,0.5,0.24,12.5
2025,Arshad Khan,9,135,6,12,22.3,2.0,0.5333333333333333,22.5
2025,Arshdeep Singh,16,367,22,31,61.1,1.4090909090909092,0.5068119891008175,16.681818181818183
2025,Ashwani Kumar,7,132,11,11,22.0,1.0,0.5,12.0
2025,Ashwin,9,189,7,6,31.3,0.8571428571428571,0.19047619047619047,27.0
2025,Avesh Khan,13,294,13,10,49.0,0.7692307692307693,0.20408163265306123,22.615384615384617
2025,Axar,12,219,6,4,36.3,0.6666666666666666,0.1095890410958904,36.5
2025,Ayush Badoni,2,10,2,0,1.4,0.0,0.0,5.0
2025,Azmatullah,8,169,8,12,28.1,1.5,0.42603550295857984,21.125
2025,Bartlett,4,60,2,0,10.0,0.0,0.0,30.0
2025,Bhuvneshwar,14,318,18,13,53.0,0.7222222222222222,0.24528301886792453,17.666666666666668
2025,Boult,16,357,23,18,59.3,0.782608695652174,0.3025210084033613,15.521739130434783
2025,Bumrah,12,289,21,11,48.1,0.5238095238095238,0.22837370242214533,13.761904761904763
2025,Chahal,13,277,16,12,46.1,0.75,0.25992779783393505,17.3125
2025,Chahar,14,263,12,24,43.5,2.0,0.5475285171102662,21.916666666666668
2025,Chameera,6,110,4,8,18.2,2.0,0.4363636363636364,27.5
2025,Corbin Bosch,2,45,1,4,7.3,4.0,0.5333333333333333,45.0
2025,Cummins,14,312,16,24,52.0,1.5,0.46153846153846156,19.5
2025,Digvesh Rathi,13,321,14,19,53.3,1.3571428571428572,0.35514018691588783,22.928571428571427
2025,Eshan Malinga,7,165,14,11,27.3,0.7857142857142857,0.4,11.785714285714286
2025,Fazalhaq Farooqi,5,104,0,3,17.2,0.0,0.1730769230769231,0.0
2025,Ferguson,4,77,6,14,12.5,2.3333333333333335,1.0909090909090908,12.833333333333334
2025,Gerald Coetzee,4,75,2,5,12.3,2.5,0.4,37.5
2025,Hardik Pandya,14,226,14,19,37.4,1.3571428571428572,0.504424778761062,16.142857142857142
2025,Harpreet Brar,7,134,10,2,22.2,0.2,0.08955223880597016,13.4
2025,Harsh Dubey,3,61,5,1,10.1,0.2,0.09836065573770493,12.2
2025,Harshal Patel,13,284,17,29,47.2,1.7058823529411764,0.6126760563380281,16.705882352941178
2025,Harshit Rana,13,276,15,21,46.0,1.4,0.45652173913043476,18.4
2025,Hasaranga,11,251,11,10,41.5,0.9090909090909091,0.2390438247011952,22.818181818181817
2025,Hazlewood,12,270,22,9,45.0,0.4090909090909091,0.2,12.272727272727273
2025,Hooda,1,7,0,1,1.1,0.0,0.8571428571428571,0.0
2025,Ishan Kishan,1,1,0,0,0.1,0.0,0.0,0.0
2025,Ishant,7,116,4,11,19.2,2.75,0.5689655172413793,29.0
2025,Jadeja,14,232,10,6,38.4,0.6,0.15517241379310345,23.2
2025,Jamie Overton,3,40,0,5,6.4,0.0,0.75,0.0
2025,Jamieson,4,94,5,4,15.4,0.8,0.25531914893617025,18.8
2025,Jofra Archer,12,291,12,36,48.3,3.0,0.7422680412371134,24.25
2025,Kamindu Mendis,4,42,2,0,7.0,0.0,0.0,21.0
2025,Karim Janat,1,6,0,0,1.0,0.0,0.0,0.0
2025,Karn Sharma,5,91,7,6,15.1,0.8571428571428571,0.39560439560439564,13.0
2025,Kartikeya,4,49,2,2,8.1,1.0,0.2448979591836735,24.5
2025,Khaleel Ahmed,14,290,16,17,48.2,1.0625,0.35172413793103446,18.125
2025,Khejroliya,1,19,1,1,3.1,1.0,0.31578947368421056,19.0
2025,Krunal Pandya,15,282,17,9,47.0,0.5294117647058824,0.19148936170212766,16.58823529411765
2025,Kuldeep Yadav,14,324,16,8,54.0,0.5,0.14814814814814814,20.25
2025,Kwena Maphaka,2,31,1,5,5.1,5.0,0.9677419354838709,31.0
2025,Livingstone,5,54,2,0,9.0,0.0,0.0,27.0
2025,M Siddharth,2,43,2,3,7.1,1.5,0.41860465116279066,21.5
2025,Madhav Tiwari,1,6,0,0,1.0,0.0,0.0,0.0
2025,Marco Jansen,14,299,16,30,49.5,1.875,0.6020066889632106,18.6875
2025,Markram,5,68,4,2,11.2,0.5,0.1764705882352941,17.0
2025,Maxwell,6,82,4,5,13.4,1.25,0.36585365853658536,20.5
2025,Mayank Yadav,2,52,2,4,8.4,2.0,0.46153846153846156,26.0
2025,Mitchell Starc,11,245,19,37,40.5,1.9473684210526316,0.9061224489795918,12.894736842105264
2025,Moeen Ali,5,99,6,3,16.3,0.5,0.18181818181818182,16.5
2025,Mohit Sharma,8,163,2,15,27.1,7.5,0.5521472392638036,81.5
2025,Mujeeb,1,13,1,5,2.1,5.0,2.307692307692308,13.0
2025,Mukesh Choudhary,2,36,1,0,6.0,0.0,0.0,36.0
2025,Mukesh Kumar,12,254,14,20,42.2,1.4285714285714286,0.47244094488188976,18.142857142857142
2025,Mulder,1,6,0,0,1.0,0.0,0.0,0.0
2025,Musheer Khan,1,12,1,0,2.0,0.0,0.0,12.0
2025,Mustafizur,3,66,4,0,11.0,0.0,0.0,16.5
2025,N Thushara,1,26,1,6,4.2,6.0,1.3846153846153848,26.0
2025,Naman Dhir,2,24,1,0,4.0,0.0,0.0,24.0
2025,Narine,12,275,12,11,45.5,0.9166666666666666,0.24,22.916666666666668
2025,Nathan Ellis,1,25,1,2,4.1,2.0,0.48,25.0
2025,Nehal Wadhera,1,5,0,0,0.5,0.0,0.0,0.0
2025,Ngidi,2,48,4,0,8.0,0.0,0.0,12.0
2025,Nitish Rana,2,12,0,0,2.0,0.0,0.0,0.0
2025,Nitish Reddy,3,34,4,4,5.4,1.0,0.7058823529411764,8.5
2025,Noor Ahmad,14,314,24,30,52.2,1.25,0.5732484076433121,13.083333333333334
2025,Nortje,2,45,1,11,7.3,11.0,1.4666666666666666,45.0
2025,Pathirana,12,284,15,43,47.2,2.8666666666666667,0.908450704225352,18.933333333333334
2025,Prasidh,15,364,26,29,60.4,1.1153846153846154,0.47802197802197804,14.0
2025,Praveen Dubey,1,12,1,1,2.0,1.0,0.5,12.0
2025,Prince Yadav,6,143,5,7,23.5,1.4,0.2937062937062937,28.6
2025,Rabada,4,87,2,5,14.3,2.5,0.3448275862068966,43.5
2025,Rahul Chahar,1,6,0,0,1.0,0.0,0.0,0.0
