Season,Player,Matches_Batted,Innings_Batted,Runs_Scored,Balls_Faced,Dismissals,Batting_Average,Strike_Rate
2022,KD Karthik,16,188,330,188,5,66.0,175.531914893617
2022,KH Pandya,13,150,183,150,9,20.333333333333332,122.0
2022,KK Ahmed,2,2,0,2,2,0.0,0.0
2022,KK Nair,2,18,16,18,2,8.0,88.88888888888889
2022,KL Rahul,14,472,616,472,11,56.0,130.5084745762712
2022,KR Sen,1,3,0,3,0,0.0,0.0
2022,KS Bharat,2,7,8,7,2,4.0,114.28571428571428
2022,KS Sharma,1,4,4,4,1,4.0,100.0
2022,KS Williamson,12,235,216,235,10,21.6,91.91489361702128
2022,Kartik Tyagi,2,6,7,6,2,3.5,116.66666666666667
2022,Kuldeep Yadav,7,54,48,54,1,48.0,88.88888888888889
2022,LH Ferguson,2,4,5,4,2,2.5,125.0
2022,LS Livingstone,14,261,437,261,12,36.416666666666664,167.43295019157088
2022,Lalit Yadav,8,152,161,152,6,26.833333333333332,105.92105263157893
2022,M Ashwin,4,14,12,14,1,12.0,85.71428571428571
2022,M Jansen,2,7,9,7,1,9.0,128.57142857142858
2022,M Prasidh Krishna,2,12,6,12,0,6.0,50.0
2022,M Shahrukh Khan,8,118,117,118,7,16.714285714285715,99.15254237288136
2022,M Theekshana,2,7,7,7,1,7.0,100.0
2022,M Vohra,1,12,19,12,1,19.0,158.33333333333331
2022,MA Agarwal,12,167,196,167,12,16.333333333333332,117.36526946107784
2022,MJ Santner,4,30,22,30,2,11.0,73.33333333333333
2022,MK Lomror,5,60,86,60,5,17.2,143.33333333333334
2022,MK Pandey,6,84,88,84,6,14.666666666666666,104.76190476190477
2022,MM Ali,10,183,244,183,9,27.11111111111111,133.33333333333331
2022,MP Stoinis,10,116,156,116,7,22.285714285714285,134.48275862068965
2022,MR Marsh,8,192,251,192,7,35.857142857142854,130.72916666666669
2022,MS Dhoni,12,198,232,198,7,33.142857142857146,117.17171717171718
2022,MS Wade,10,145,157,145,9,17.444444444444443,108.27586206896551
2022,Mandeep Singh,3,24,18,24,3,6.0,75.0
2022,Mohammed Siraj,4,33,30,33,2,15.0,90.9090909090909
2022,Mohsin Khan,3,19,23,19,1,23.0,121.05263157894737
2022,Mukesh Choudhary,2,6,6,6,0,6.0,100.0
2022,Mustafizur Rahman,1,5,3,5,0,3.0,60.0
2022,N Jagadeesan,2,40,40,40,1,40.0,100.0
2022,N Pooran,13,228,306,228,8,38.25,134.21052631578948
2022,N Rana,14,259,361,259,13,27.76923076923077,139.3822393822394
2022,NM Coulter-Nile,1,2,1,2,0,1.0,50.0
2022,NT Ellis,1,2,0,2,1,0.0,0.0
2022,Navdeep Saini,1,2,2,2,1,2.0,100.0
2022,OC McCoy,1,5,8,5,0,8.0,160.0
2022,OF Smith,6,50,51,50,3,17.0,102.0
2022,P Simran Singh,1,11,14,11,1,14.0,127.27272727272727
2022,PBB Rajapaksa,9,137,206,137,8,25.75,150.36496350364962
2022,PJ Cummins,5,24,63,24,4,15.75,262.5
2022,PJ Sangwan,1,6,2,6,1,2.0,33.33333333333333
2022,PK Garg,2,33,46,33,2,23.0,139.3939393939394
2022,PN Mankad,1,1,4,1,0,4.0,400.0
2022,PP Shaw,10,193,283,193,10,28.3,146.63212435233163
2022,PVD Chameera,7,32,43,32,3,14.333333333333334,134.375
2022,PWH de Silva,7,48,38,48,7,5.428571428571429,79.16666666666666
2022,Q de Kock,15,350,508,350,14,36.285714285714285,145.14285714285714
2022,R Ashwin,12,140,191,140,6,31.833333333333332,136.42857142857144
2022,R Dhawan,4,41,37,41,2,18.5,90.2439024390244
2022,R Parag,14,136,183,136,10,18.3,134.55882352941177
2022,R Powell,12,174,250,174,10,25.0,143.67816091954023
2022,R Sanjay Yadav,1,2,0,2,1,0.0,0.0
2022,R Shepherd,3,43,58,43,2,29.0,134.88372093023256
2022,R Tewatia,12,156,217,156,5,43.4,139.1025641025641
2022,RA Bawa,2,14,11,14,2,5.5,78.57142857142857
2022,RA Jadeja,10,105,116,105,6,19.333333333333332,110.47619047619048
2022,RA Tripathi,14,271,413,271,12,34.416666666666664,152.39852398523985
2022,RD Chahar,8,70,77,70,5,15.4,110.00000000000001
2022,RD Gaikwad,14,298,368,298,13,28.307692307692307,123.48993288590604
2022,RG Sharma,14,234,268,234,14,19.142857142857142,114.52991452991452
2022,RK Singh,7,125,174,125,5,34.8,139.2
2022,RM Patidar,7,232,333,232,6,55.5,143.5344827586207
2022,RP Meredith,1,1,0,1,0,0.0,0.0
2022,RR Pant,13,234,340,234,11,30.90909090909091,145.2991452991453
2022,RV Patel,1,3,6,3,1,6.0,200.0
2022,RV Uthappa,11,181,230,181,11,20.90909090909091,127.0718232044199
2022,Ramandeep Singh,4,42,45,42,2,22.5,107.14285714285714
2022,Rashid Khan,8,44,91,44,4,22.75,206.81818181818184
2022,Rasikh Salam,1,6,7,6,1,7.0,116.66666666666667
2022,Ravi Bishnoi,1,1,0,1,0,0.0,0.0
2022,S Dhawan,14,395,460,395,12,38.333333333333336,116.45569620253164
2022,S Dube,11,194,289,194,9,32.111111111111114,148.96907216494844
2022,S Gopal,1,7,9,7,0,9.0,128.57142857142858
2022,SA Abbott,1,5,7,5,1,7.0,140.0
2022,SA Yadav,8,210,303,210,7,43.285714285714285,144.28571428571428
2022,SE Rutherford,2,52,33,52,2,16.5,63.46153846153846
2022,SN Khan,5,69,91,69,3,30.333333333333332,131.8840579710145
2022,SN Thakur,10,90,120,90,7,17.142857142857142,133.33333333333331
2022,SO Hetmyer,15,221,314,221,7,44.857142857142854,142.0814479638009
2022,SP Jackson,5,26,23,26,4,5.75,88.46153846153845
2022,SP Narine,9,40,71,40,7,10.142857142857142,177.5
2022,SS Iyer,14,310,401,310,13,30.846153846153847,129.3548387096774
2022,SS Prabhudessai,5,62,67,62,5,13.4,108.06451612903226
2022,SV Samson,17,321,458,321,15,30.533333333333335,142.6791277258567
2022,SW Billings,8,143,169,143,7,24.142857142857142,118.18181818181819
2022,Shahbaz Ahmed,11,197,219,197,7,31.285714285714285,111.16751269035532
2022,Shashank Singh,5,47,69,47,4,17.25,146.80851063829786
2022,Shivam Mavi,3,8,3,8,2,1.5,37.5
2022,Shubman Gill,16,374,483,374,12,40.25,129.14438502673798
2022,Simarjeet Singh,3,8,7,8,1,7.0,87.5
2022,T Stubbs,2,4,2,4,1,2.0,50.0
2022,TA Boult,7,30,40,30,2,20.0,133.33333333333331
2022,TG Southee,5,12,2,12,4,0.5,16.666666666666664
2022,TH David,8,91,186,91,4,46.5,204.39560439560438
2022,TL Seifert,2,21,24,21,2,12.0,114.28571428571428
2022,TS Mills,2,3,0,3,1,0.0,0.0
2022,Tilak Varma,14,313,397,313,8,49.625,126.83706070287539
2022,UT Yadav,7,41,55,41,4,13.75,134.14634146341464
2022,Umran Malik,4,8,4,8,1,4.0,50.0
2022,V Kohli,16,306,341,306,13,26.23076923076923,111.43790849673204
2022,V Shankar,4,36,19,36,4,4.75,52.77777777777778
2022,VG Arora,4,14,5,14,2,2.5,35.714285714285715
2022,VR Iyer,12,175,182,175,11,16.545454545454547,104.0
2022,WP Saha,11,266,317,266,9,35.22222222222222,119.17293233082707
2022,Washington Sundar,7,76,101,76,6,16.833333333333332,132.89473684210526
2022,YBK Jaiswal,10,198,258,198,10,25.8,130.3030303030303
2022,YS Chahal,1,8,5,8,1,5.0,62.5
2022,Yash Dayal,1,1,0,1,1,0.0,0.0
2023,A Badoni,12,186,238,186,9,26.444444444444443,127.95698924731182
2023,A Manohar,6,86,114,86,6,19.0,132.5581395348837
2023,A Mishra,1,30,19,30,1,19.0,63.33333333333333
2023,A Nortje,7,29,37,29,2,18.5,127.58620689655173
2023,A Zampa,3,17,10,17,1,10.0,58.82352941176471
2023,AD Russell,14,162,227,162,10,22.7,140.12345679012347
2023,AJ Hosein,1,11,16,11,0,16.0,145.45454545454547
2023,AK Markram,13,200,248,200,11,22.545454545454547,124.0
2023,AM Rahane,11,193,326,193,10,32.6,168.9119170984456
2023,AR Patel,13,216,283,216,10,28.3,131.0185185185185
2023,AS Joseph,1,12,7,12,0,7.0,58.333333333333336
2023,AS Roy,4,19,23,19,2,11.5,121.05263157894737
2023,AT Rayudu,12,115,158,115,10,15.8,137.3913043478261
2023,AU Rashid,2,17,22,17,2,11.0,129.41176470588235
2023,Abdul Basith,1,1,1,1,0,1.0,100.0
2023,Abdul Samad,8,131,169,131,3,56.333333333333336,129.00763358778627
2023,Abhishek Sharma,11,166,226,166,11,20.545454545454547,136.14457831325302
2023,Abishek Porel,4,31,33,31,4,8.25,106.4516129032258
2023,Akash Deep,1,8,17,8,1,17.0,212.5
2023,Aman Hakim Khan,9,106,110,106,8,13.75,103.77358490566037
2023,Anmolpreet Singh,4,83,105,83,4,26.25,126.50602409638554
2023,Anuj Rawat,7,72,91,72,3,30.333333333333332,126.38888888888889
2023,Arjun Tendulkar,1,9,13,9,1,13.0,144.44444444444443
2023,Arshad Khan,3,15,18,15,2,9.0,120.0
2023,Arshdeep Singh,1,2,2,2,0,2.0,100.0
2023,Atharva Taide,7,136,186,136,6,31.0,136.76470588235296
2023,Avesh Khan,1,1,0,1,0,0.0,0.0
2023,B Kumar,5,49,42,49,3,14.0,85.71428571428571
2023,B Sai Sudharsan,8,264,362,264,6,60.333333333333336,137.12121212121212
2023,BA Stokes,2,15,15,15,2,7.5,100.0
2023,C Green,16,287,452,287,9,50.22222222222222,157.49128919860627
2023,C Sakariya,2,6,4,6,1,4.0,66.66666666666666
2023,CJ Jordan,2,13,6,13,2,3.0,46.15384615384615
2023,CV Varun,2,11,1,11,0,1.0,9.090909090909092
2023,D Padikkal,11,206,261,206,10,26.1,126.6990291262136
2023,D Wiese,3,11,21,11,1,21.0,190.9090909090909
2023,DA Miller,13,184,259,184,8,32.375,140.76086956521738
2023,DA Warner,14,406,516,406,13,39.69230769230769,127.0935960591133
2023,DG Nalkande,1,1,0,1,0,0.0,0.0
2023,DJ Hooda,12,93,84,93,9,9.333333333333334,90.32258064516128
2023,DJ Willey,3,32,35,32,0,35.0,109.375
2023,DL Chahar,1,2,1,2,0,1.0,50.0
2023,DP Conway,15,493,672,493,13,51.69230769230769,136.30831643002028
2023,Dhruv Jurel,11,93,152,93,6,25.333333333333332,163.44086021505376
2023,F du Plessis,14,483,730,483,12,60.833333333333336,151.13871635610764
2023,Fazalhaq Farooqi,1,5,1,5,0,1.0,20.0
2023,GD Phillips,5,22,39,22,5,7.8,177.27272727272728
2023,GJ Maxwell,14,225,400,225,12,33.333333333333336,177.77777777777777
2023,H Klaasen,11,262,448,262,9,49.77777777777778,170.99236641221373
2023,HC Brook,11,159,190,159,9,21.11111111111111,119.49685534591194
2023,HH Pandya,15,254,346,254,11,31.454545454545453,136.2204724409449
2023,HR Shokeen,3,19,23,19,1,23.0,121.05263157894737
2023,HV Patel,2,6,6,6,2,3.0,100.0
2023,Harpreet Brar,8,42,52,42,4,13.0,123.80952380952381
2023,Harpreet Singh,3,59,76,59,2,38.0,128.81355932203388
2023,Harshit Rana,1,1,0,1,0,0.0,0.0
2023,I Sharma,1,1,1,1,0,1.0,100.0
2023,Ishan Kishan,15,325,454,325,14,32.42857142857143,139.69230769230768
2023,JC Archer,2,4,4,4,0,4.0,100.0
2023,JC Buttler,14,298,392,298,13,30.153846153846153,131.54362416107384
2023,JD Unadkat,1,7,9,7,1,9.0,128.57142857142858
2023,JE Root,1,15,10,15,1,10.0,66.66666666666666
2023,JJ Roy,8,196,285,196,8,35.625,145.40816326530611
2023,JM Sharma,14,205,309,205,13,23.76923076923077,150.73170731707316
2023,JO Holder,3,12,12,12,2,6.0,100.0
2023,JP Behrendorff,2,9,6,9,0,6.0,66.66666666666666
2023,JR Hazlewood,1,2,1,2,0,1.0,50.0
2023,K Gowtham,7,44,61,44,2,30.5,138.63636363636365
2023,K Kartikeya,1,7,6,7,1,6.0,85.71428571428571
2023,K Rabada,2,2,0,2,1,0.0,0.0
2023,KD Karthik,13,106,140,106,11,12.727272727272727,132.0754716981132
2023,KH Pandya,14,172,188,172,10,18.8,109.30232558139534
2023,KL Rahul,9,247,274,247,8,34.25,110.93117408906883
2023,KM Asif,1,2,0,2,1,0.0,0.0
2023,KM Jadhav,1,10,12,10,0,12.0,120.0
2023,KR Mayers,13,276,379,276,13,29.153846153846153,137.31884057971016
2023,KS Sharma,2,21,12,21,2,6.0,57.14285714285714
2023,KV Sharma,2,5,3,5,2,1.5,60.0
2023,Kuldeep Yadav,10,50,31,50,1,31.0,62.0
2023,LS Livingstone,9,175,279,175,8,34.875,159.42857142857144
2023,Lalit Yadav,6,62,66,62,5,13.2,106.4516129032258
2023,Liton Das,1,4,4,4,1,4.0,100.0
2023,M Jansen,6,45,39,45,3,13.0,86.66666666666667
2023,M Markande,3,14,21,14,0,21.0,150.0
2023,M Shahrukh Khan,12,100,156,100,5,31.2,156.0
2023,M Vohra,1,11,10,11,1,10.0,90.9090909090909
2023,MA Agarwal,10,219,270,219,10,27.0,123.28767123287672
2023,MA Wood,2,5,11,5,1,11.0,220.00000000000003
2023,MD Shanaka,3,26,26,26,2,13.0,100.0
2023,MG Bracewell,4,49,58,49,2,29.0,118.36734693877551
2023,MJ Santner,2,4,2,4,0,2.0,50.0
2023,MK Lomror,10,101,135,101,8,16.875,133.66336633663366
2023,MK Pandey,9,149,160,149,8,20.0,107.38255033557047
2023,MM Ali,10,92,124,92,7,17.714285714285715,134.7826086956522
2023,MM Sharma,1,1,0,1,0,0.0,0.0
2023,MP Stoinis,15,281,408,281,12,34.0,145.19572953736656
2023,MR Marsh,9,97,128,97,8,16.0,131.95876288659792
2023,MS Dhoni,12,63,104,63,4,26.0,165.07936507936506
2023,MW Short,6,99,117,99,6,19.5,118.18181818181819
2023,Mandeep Singh,3,16,14,16,3,4.666666666666667,87.5
2023,Mohammed Shami,2,8,5,8,2,2.5,62.5
2023,Mohammed Siraj,2,2,1,2,1,1.0,50.0
2023,Mohit Rathee,1,2,1,2,0,1.0,50.0
2023,Mohsin Khan,1,7,0,7,1,0.0,0.0
2023,Mukesh Kumar,3,10,7,10,0,7.0,70.0
2023,Mustafizur Rahman,1,1,1,1,0,1.0,100.0
2023,N Jagadeesan,6,84,89,84,6,14.833333333333334,105.95238095238095
2023,N Pooran,15,217,358,217,11,32.54545454545455,164.97695852534562
2023,N Rana,14,303,413,303,13,31.76923076923077,136.3036303630363
2023,N Wadhera,10,171,241,171,9,26.77777777777778,140.93567251461988
2023,NT Ellis,2,7,1,7,2,0.5,14.285714285714285
2023,Naveen-ul-Haq,3,22,16,22,1,16.0,72.72727272727273
2023,Noor Ahmad,3,9,8,9,1,8.0,88.88888888888889
2023,P Dubey,1,20,16,20,1,16.0,80.0
2023,P Simran Singh,14,245,358,245,14,25.571428571428573,146.12244897959184
2023,PBB Rajapaksa,4,64,71,64,3,23.666666666666668,110.9375
2023,PD Salt,9,135,218,135,8,27.25,161.4814814814815
2023,PK Garg,2,23,22,23,2,11.0,95.65217391304348
2023,PN Mankad,4,74,93,74,3,31.0,125.67567567567568
2023,PP Chawla,4,22,25,22,1,25.0,113.63636363636364
2023,PP Shaw,8,90,106,90,7,15.142857142857142,117.77777777777779
2023,PWH de Silva,5,30,33,30,1,33.0,110.00000000000001
2023,Q de Kock,4,103,143,103,4,35.75,138.83495145631068
2023,R Ashwin,9,55,67,55,5,13.4,121.81818181818183
2023,R Dhawan,2,12,20,12,1,20.0,166.66666666666669
2023,R Parag,7,68,78,68,6,13.0,114.70588235294117
2023,R Powell,3,9,7,9,3,2.3333333333333335,77.77777777777779
2023,R Shepherd,1,1,0,1,1,0.0,0.0
2023,R Tewatia,10,61,87,61,4,21.75,142.62295081967213
2023,RA Jadeja,12,138,190,138,8,23.75,137.68115942028984
2023,RA Tripathi,13,217,273,217,12,22.75,125.80645161290323
2023,RD Chahar,2,10,0,10,2,0.0,0.0
2023,RD Gaikwad,15,411,590,411,13,45.38461538461539,143.5523114355231
2023,RG Sharma,16,258,332,258,16,20.75,128.68217054263567
2023,RK Singh,14,333,474,333,7,67.71428571428571,142.34234234234233
2023,RP Meredith,1,2,0,2,0,0.0,0.0
2023,RR Rossouw,9,148,209,148,7,29.857142857142858,141.2162162162162
2023,RV Patel,4,44,49,44,1,49.0,111.36363636363636
2023,Rahmanullah Gurbaz,11,178,227,178,11,20.636363636363637,127.52808988764043
2023,Rashid Khan,9,66,130,66,3,43.333333333333336,196.96969696969697
2023,Ravi Bishnoi,7,28,20,28,2,10.0,71.42857142857143
2023,S Dhawan,11,275,373,275,9,41.44444444444444,135.63636363636365
2023,S Dube,14,277,418,277,11,38.0,150.90252707581226
2023,SA Yadav,16,340,605,340,14,43.214285714285715,177.94117647058823
2023,SM Curran,13,213,276,213,9,30.666666666666668,129.5774647887324
2023,SN Khan,4,62,53,62,4,13.25,85.48387096774194
2023,SN Thakur,9,72,113,72,8,14.125,156.94444444444443
2023,SO Hetmyer,13,205,299,205,6,49.833333333333336,145.85365853658536
2023,SP Narine,10,28,21,28,6,3.5,75.0
2023,SS Prabhudessai,4,32,35,32,2,17.5,109.375
2023,SV Samson,14,240,362,240,11,32.90909090909091,150.83333333333334
2023,Sandeep Sharma,2,7,2,7,0,2.0,28.57142857142857
2023,Sanvir Singh,2,9,11,9,1,11.0,122.22222222222223
2023,Shahbaz Ahmed,6,41,42,41,4,10.5,102.4390243902439
2023,Shubman Gill,17,582,890,582,15,59.333333333333336,152.9209621993127
2023,Sikandar Raza,7,104,139,104,5,27.8,133.65384615384613
2023,Swapnil Singh,1,4,2,4,0,2.0,50.0
2023,T Stubbs,2,31,25,31,2,12.5,80.64516129032258
2023,TA Boult,4,17,16,17,1,16.0,94.11764705882352
2023,TH David,15,155,231,155,8,28.875,149.03225806451613
2023,TU Deshpande,1,1,0,1,0,0.0,0.0
2023,Tilak Varma,11,226,343,226,8,42.875,151.76991150442478
2023,UT Yadav,5,20,19,20,2,9.5,95.0
2023,Umran Malik,1,8,19,8,0,19.0,237.5
2023,V Kohli,14,473,639,473,12,53.25,135.0951374207188
2023,V Shankar,10,199,301,199,8,37.625,151.25628140703517
2023,VG Arora,2,2,3,2,0,3.0,150.0
2023,VR Iyer,14,288,404,288,14,28.857142857142858,140.27777777777777
2023,Vijaykumar Vyshak,2,10,13,10,1,13.0,130.0
2023,Vishnu Vinod,3,32,37,32,3,12.333333333333334,115.625
2023,Vivrant Sharma,1,49,69,49,1,69.0,140.81632653061226
2023,WD Parnell,1,6,2,6,1,2.0,33.33333333333333
2023,WP Saha,17,297,371,297,16,23.1875,124.91582491582491
2023,Washington Sundar,5,62,60,62,2,30.0,96.7741935483871
2023,YBK Jaiswal,14,397,625,397,12,52.083333333333336,157.43073047858942
2023,YV Dhull,3,23,16,23,3,5.333333333333333,69.56521739130434
2023,Yudhvir Singh,2,2,1,2,1,1.0,50.0
2024,A Badoni,12,180,235,180,7,33.57142857142857,130.55555555555557
2024,A Kamboj,1,2,2,2,0,2.0,100.0
2024,A Manohar,2,16,9,16,2,4.5,56.25
2024,A Nortje,2,9,4,9,2,2.0,44.44444444444444
2024,A Raghuvanshi,7,109,163,109,7,23.285714285714285,149.54128440366972
2024,AA Kulkarni,2,8,9,8,2,4.5,112.5
2024,AD Russell,9,141,222,141,6,37.0,157.4468085106383
2024,AJ Turner,2,20,21,20,2,10.5,105.0
2024,AK Markram,11,187,220,187,9,24.444444444444443,117.64705882352942
2024,AM Rahane,12,200,242,200,12,20.166666666666668,121.0
2024,AR Patel,12,183,235,183,6,39.166666666666664,128.4153005464481
2024,AS Roy,1,3,3,3,0,3.0,100.0
2024,Abdul Samad,12,113,182,113,9,20.22222222222222,161.06194690265488
2024,Abhishek Sharma,16,248,484,248,15,32.266666666666666,195.16129032258064
2024,Abishek Porel,12,213,327,213,10,32.7,153.52112676056336
2024,Akash Deep,1,2,2,2,0,2.0,100.0
2024,Akash Madhwal,1,5,4,5,0,4.0,80.0
2024,Anmolpreet Singh,2,7,5,7,2,2.5,71.42857142857143
2024,Anuj Rawat,5,80,98,80,3,32.666666666666664,122.50000000000001
2024,Arshad Khan,3,52,78,52,1,78.0,150.0
2024,Arshad Khan (2),1,4,5,4,1,5.0,125.0
2024,Arshdeep Singh,1,4,4,4,1,4.0,100.0
2024,Ashutosh Sharma,9,118,189,118,7,27.0,160.16949152542372
2024,Atharva Taide,2,41,61,41,2,30.5,148.78048780487805
2024,Avesh Khan,2,5,10,5,0,10.0,200.0
2024,Azmatullah Omarzai,4,34,42,34,4,10.5,123.52941176470588
2024,B Kumar,5,30,23,30,3,7.666666666666667,76.66666666666667
2024,B Sai Sudharsan,12,388,527,388,10,52.7,135.82474226804123
2024,BR Sharath,1,5,2,5,1,2.0,40.0
2024,C Green,12,185,255,185,8,31.875,137.83783783783784
2024,D Brevis,3,60,69,60,3,23.0,114.99999999999999
2024,D Ferreira,2,11,8,11,2,4.0,72.72727272727273
2024,D Padikkal,7,60,38,60,7,5.428571428571429,63.33333333333333
2024,DA Miller,9,149,210,149,6,35.0,140.93959731543623
2024,DA Warner,8,130,168,130,8,21.0,129.23076923076923
2024,DG Nalkande,1,11,12,11,1,12.0,109.09090909090908
2024,DJ Hooda,9,107,145,107,8,18.125,135.5140186915888
2024,DJ Mitchell,13,228,318,228,11,28.90909090909091,139.4736842105263
2024,Dhruv Jurel,11,144,195,144,7,27.857142857142858,135.41666666666669
2024,F du Plessis,15,276,438,276,13,33.69230769230769,158.69565217391303
2024,G Coetzee,5,22,14,22,4,3.5,63.63636363636363
2024,GJ Maxwell,9,46,52,46,9,5.777777777777778,113.04347826086956
2024,Gulbadin Naib,1,15,19,15,1,19.0,126.66666666666666
2024,H Klaasen,15,293,479,293,12,39.916666666666664,163.48122866894198
2024,HH Pandya,13,154,216,154,12,18.0,140.25974025974025
2024,HV Patel,4,19,13,19,3,4.333333333333333,68.42105263157895
2024,Harpreet Brar,7,59,75,59,2,37.5,127.11864406779661
2024,Harpreet Singh,2,34,27,34,1,27.0,79.41176470588235
2024,I Sharma,2,8,1,8,0,1.0,12.5
2024,Ishan Kishan,14,222,320,222,14,22.857142857142858,144.14414414414415
2024,J Fraser-McGurk,9,150,330,150,8,41.25,220.00000000000003
2024,JA Richardson,1,2,2,2,1,2.0,100.0
2024,JC Buttler,11,266,359,266,9,39.888888888888886,134.9624060150376
2024,JD Unadkat,5,27,24,27,2,12.0,88.88888888888889
2024,JJ Bumrah,4,12,12,12,0,12.0,100.0
2024,JM Bairstow,11,197,298,197,9,33.111111111111114,151.26903553299493
2024,JM Sharma,12,147,187,147,11,17.0,127.2108843537415
2024,K Rabada,3,17,20,17,0,20.0,117.64705882352942
2024,KA Maharaj,1,2,1,2,1,1.0,50.0
2024,KD Karthik,13,195,326,195,8,40.75,167.17948717948718
2024,KH Pandya,11,112,133,112,3,44.333333333333336,118.75
2024,KL Rahul,14,398,520,398,14,37.142857142857146,130.6532663316583
2024,KS Williamson,2,27,27,27,2,13.5,100.0
2024,KV Sharma,3,16,31,16,2,15.5,193.75
2024,Kuldeep Yadav,5,44,47,44,2,23.5,106.81818181818181
2024,Kumar Kushagra,3,7,3,7,3,1.0,42.857142857142854
2024,L Wood,1,3,9,3,0,9.0,300.0
2024,LB Williams,1,2,1,2,0,1.0,50.0
2024,LH Ferguson,1,1,1,1,0,1.0,100.0
2024,LS Livingstone,7,82,111,82,4,27.75,135.3658536585366
2024,Lalit Yadav,2,12,10,12,2,5.0,83.33333333333334
2024,M Jansen,2,15,18,15,1,18.0,120.0
2024,M Shahrukh Khan,7,77,127,77,5,25.4,164.93506493506493
2024,MA Agarwal,4,59,64,59,4,16.0,108.47457627118644
2024,MA Starc,5,11,9,11,2,4.5,81.81818181818183
2024,MJ Santner,3,18,14,18,3,4.666666666666667,77.77777777777779
2024,MJ Suthar,1,2,1,2,1,1.0,50.0
2024,MK Lomror,10,74,125,74,8,15.625,168.91891891891893
2024,MK Pandey,1,33,42,33,1,42.0,127.27272727272727
2024,MM Ali,5,105,128,105,5,25.6,121.90476190476191
2024,MM Sharma,2,16,2,16,1,2.0,12.5
2024,MP Stoinis,14,272,388,272,12,32.333333333333336,142.64705882352942
2024,MR Marsh,4,41,61,41,4,15.25,148.78048780487805
2024,MS Dhoni,11,82,161,82,2,80.5,196.34146341463415
2024,MS Wade,1,7,4,7,1,4.0,57.14285714285714
2024,Mayank Dagar,1,1,0,1,0,0.0,0.0
2024,Mohammad Nabi,5,31,35,31,3,11.666666666666666,112.90322580645163
2024,Mohammed Siraj,1,9,12,9,1,12.0,133.33333333333331
2024,Mohsin Khan,1,1,2,1,0,2.0,200.0
2024,Mukesh Kumar,2,10,3,10,1,3.0,30.0
2024,N Pooran,14,296,499,296,8,62.375,168.58108108108107
2024,N Rana,2,35,42,35,1,42.0,120.0
2024,N Wadhera,6,90,109,90,5,21.8,121.1111111111111
2024,Naman Dhir,7,84,140,84,6,23.333333333333332,166.66666666666669
2024,Naveen-ul-Haq,1,4,2,4,0,2.0,50.0
2024,Nithish Kumar Reddy,11,221,303,221,9,33.666666666666664,137.10407239819006
2024,Noor Ahmad,2,9,5,9,2,2.5,55.55555555555556
2024,P Simran Singh,14,216,334,216,13,25.692307692307693,154.62962962962962
2024,PD Salt,12,250,435,250,11,39.54545454545455,174.0
2024,PJ Cummins,10,99,136,99,5,27.2,137.37373737373736
2024,PP Chawla,6,15,15,15,4,3.75,100.0
2024,PP Shaw,8,125,198,125,8,24.75,158.4
2024,Q de Kock,11,194,250,194,11,22.727272727272727,128.8659793814433
2024,R Ashwin,8,76,86,76,6,14.333333333333334,113.1578947368421
2024,R Parag,14,407,573,407,11,52.09090909090909,140.78624078624077
2024,R Powell,7,71,103,71,6,17.166666666666668,145.07042253521126
2024,R Ravindra,10,146,222,146,8,27.75,152.05479452054794
2024,R Sai Kishore,1,6,13,6,1,13.0,216.66666666666666
2024,R Shepherd,5,24,57,24,2,28.5,237.5
2024,R Tewatia,9,139,188,139,6,31.333333333333332,135.25179856115108
2024,RA Jadeja,11,191,267,191,5,53.4,139.79057591623035
2024,RA Tripathi,6,121,165,121,5,33.0,136.36363636363635
2024,RD Chahar,2,15,21,15,1,21.0,140.0
2024,RD Gaikwad,14,425,583,425,11,53.0,137.1764705882353
2024,RG Sharma,14,293,417,293,13,32.07692307692308,142.320819112628
2024,RJ Gleeson,1,2,2,2,0,2.0,100.0
2024,RJW Topley,1,6,3,6,0,3.0,50.0
2024,RK Bhui,2,9,3,9,2,1.5,33.33333333333333
2024,RK Singh,11,117,168,117,9,18.666666666666668,143.5897435897436
2024,RM Patidar,13,237,395,237,13,30.384615384615383,166.66666666666669
2024,RR Pant,13,296,446,296,11,40.54545454545455,150.67567567567568
2024,RR Rossouw,8,122,211,122,8,26.375,172.95081967213116
2024,Rahmanullah Gurbaz,2,50,62,50,2,31.0,124.0
2024,Ramandeep Singh,9,64,125,64,4,31.25,195.3125
2024,Rashid Khan,8,75,102,75,5,20.4,136.0
2024,Rasikh Salam,4,30,28,30,3,9.333333333333334,93.33333333333333
2024,Ravi Bishnoi,3,6,4,6,2,2.0,66.66666666666666
2024,S Dhawan,5,125,152,125,5,30.4,121.6
2024,S Dube,14,259,396,259,10,39.6,152.8957528957529
2024,SA Yadav,11,209,345,209,10,34.5,165.07177033492823
2024,SB Dubey,3,21,33,21,2,16.5,157.14285714285714
2024,SD Hope,9,125,183,125,7,26.142857142857142,146.4
2024,SH Johnson,3,7,6,7,0,6.0,85.71428571428571
2024,SM Curran,12,230,270,230,10,27.0,117.3913043478261
2024,SN Thakur,3,18,21,18,1,21.0,116.66666666666667
2024,SO Hetmyer,9,72,113,72,5,22.6,156.94444444444443
2024,SP Narine,14,292,488,292,13,37.53846153846154,167.12328767123287
