Season,Player,Matches_Batted,Innings_Batted,Runs_Scored,Balls_Faced,Dismissals,Batting_Average,Strike_Rate
2019,LS Livingstone,4,48,70,48,3,23.333333333333332,145.83333333333331
2019,M Ashwin,3,5,3,5,1,3.0,60.0
2019,M Markande,1,5,6,5,1,6.0,120.0
2019,M Prasidh Krishna,1,2,0,2,1,0.0,0.0
2019,M Vijay,2,61,64,61,2,32.0,104.91803278688525
2019,MA Agarwal,13,241,332,241,11,30.181818181818183,137.75933609958506
2019,MJ Guptill,3,54,82,54,3,27.333333333333332,151.85185185185185
2019,MJ McClenaghan,4,16,11,16,2,5.5,68.75
2019,MJ Santner,2,25,32,25,1,32.0,128.0
2019,MK Lomror,1,3,8,3,1,8.0,266.66666666666663
2019,MK Pandey,11,268,345,268,8,43.125,128.73134328358208
2019,MM Ali,10,137,220,137,6,36.666666666666664,160.5839416058394
2019,MM Sharma,1,2,0,2,0,0.0,0.0
2019,MP Stoinis,10,159,211,159,4,52.75,132.70440251572327
2019,MS Dhoni,12,317,416,317,4,104.0,131.23028391167193
2019,Mandeep Singh,12,122,165,122,4,41.25,135.24590163934425
2019,Mohammad Nabi,7,81,121,81,6,20.166666666666668,149.3827160493827
2019,Mohammed Shami,2,2,1,2,0,1.0,50.0
2019,Mohammed Siraj,3,15,4,15,1,4.0,26.666666666666668
2019,Mujeeb Ur Rahman,2,4,0,4,1,0.0,0.0
2019,N Pooran,6,110,168,110,6,28.0,152.72727272727275
2019,N Rana,11,240,344,240,10,34.4,143.33333333333334
2019,NS Naik,1,17,7,17,1,7.0,41.17647058823529
2019,Navdeep Saini,2,4,2,4,1,2.0,50.0
2019,P Negi,4,12,9,12,4,2.25,75.0
2019,P Ray Barman,1,25,19,25,1,19.0,76.0
2019,P Simran Singh,1,18,16,18,1,16.0,88.88888888888889
2019,PA Patel,14,273,373,273,14,26.642857142857142,136.63003663003664
2019,PP Chawla,5,38,42,38,2,21.0,110.5263157894737
2019,PP Shaw,16,270,353,270,15,23.533333333333335,130.74074074074073
2019,Q de Kock,16,404,529,404,14,37.785714285714285,130.94059405940595
2019,R Ashwin,6,28,42,28,5,8.4,150.0
2019,R Parag,5,133,160,133,4,40.0,120.30075187969925
2019,R Tewatia,4,22,26,22,1,26.0,118.18181818181819
2019,RA Jadeja,9,94,106,94,2,53.0,112.7659574468085
2019,RA Tripathi,7,122,141,122,6,23.5,115.57377049180329
2019,RD Chahar,4,11,12,11,2,6.0,109.09090909090908
2019,RG Sharma,15,319,405,319,14,28.928571428571427,126.95924764890283
2019,RK Bhui,1,13,7,13,1,7.0,53.84615384615385
2019,RK Singh,3,34,37,34,2,18.5,108.8235294117647
2019,RR Pant,16,311,494,311,13,38.0,158.84244372990352
2019,RV Uthappa,11,256,284,256,9,31.555555555555557,110.9375
2019,Rashid Khan,7,26,34,26,5,6.8,130.76923076923077
2019,Rasikh Salam,1,4,5,4,0,5.0,125.0
2019,S Dhawan,16,391,521,391,15,34.733333333333334,133.24808184143222
2019,S Dube,4,33,40,33,3,13.333333333333334,121.21212121212122
2019,S Gopal,7,46,63,46,4,15.75,136.95652173913044
2019,S Kaul,1,1,0,1,1,0.0,0.0
2019,S Lamichhane,1,1,0,1,1,0.0,0.0
2019,SA Yadav,15,327,424,327,12,35.333333333333336,129.66360856269114
2019,SD Lad,1,13,15,13,1,15.0,115.38461538461537
2019,SE Rutherford,7,55,73,55,5,14.6,132.72727272727275
2019,SK Raina,17,321,383,321,15,25.533333333333335,119.31464174454828
2019,SM Curran,8,55,95,55,4,23.75,172.72727272727272
2019,SN Khan,5,145,180,145,4,45.0,124.13793103448276
2019,SN Thakur,2,7,14,7,1,14.0,200.0
2019,SO Hetmyer,5,76,90,76,4,22.5,118.42105263157893
2019,SP Narine,8,90,143,90,7,20.428571428571427,158.88888888888889
2019,SPD Smith,10,283,319,283,8,39.875,112.72084805653711
2019,SR Watson,17,321,398,321,16,24.875,123.98753894080996
2019,SS Iyer,16,399,467,399,16,29.1875,117.04260651629073
2019,STR Binny,5,42,70,42,3,23.333333333333332,166.66666666666669
2019,SV Samson,11,238,342,238,8,42.75,143.69747899159663
2019,SW Billings,1,5,0,5,1,0.0,0.0
2019,Sandeep Sharma,2,4,6,4,0,6.0,150.0
2019,Shakib Al Hasan,1,11,9,11,1,9.0,81.81818181818183
2019,Shubman Gill,13,242,296,242,8,37.0,122.31404958677685
2019,TA Boult,2,4,7,4,1,7.0,175.0
2019,TG Southee,1,9,9,9,0,9.0,100.0
2019,UT Yadav,5,26,25,26,1,25.0,96.15384615384616
2019,V Kohli,14,332,464,332,14,33.142857142857146,139.75903614457832
2019,V Shankar,14,196,244,196,11,22.181818181818183,124.48979591836735
2019,VR Aaron,1,7,3,7,0,3.0,42.857142857142854
2019,WP Saha,5,55,86,55,5,17.2,156.36363636363637
2019,Washington Sundar,2,4,1,4,2,0.5,25.0
2019,Y Prithvi Raj,1,1,0,1,0,0.0,0.0
2019,YK Pathan,7,47,40,47,3,13.333333333333334,85.1063829787234
2019,YS Chahal,3,16,6,16,2,3.0,37.5
2019,Yuvraj Singh,4,83,98,83,4,24.5,118.07228915662651
2020/21,A Nortje,3,6,7,6,1,7.0,116.66666666666667
2020/21,AB de Villiers,14,296,460,296,8,57.5,155.4054054054054
2020/21,AD Russell,9,82,117,82,9,13.0,142.6829268292683
2020/21,AJ Finch,12,254,268,254,12,22.333333333333332,105.51181102362204
2020/21,AJ Tye,1,7,6,7,1,6.0,85.71428571428571
2020/21,AM Rahane,8,113,113,113,8,14.125,100.0
2020/21,AR Patel,9,90,117,90,8,14.625,130.0
2020/21,AS Rajpoot,2,10,9,10,1,9.0,90.0
2020/21,AT Carey,3,29,32,29,2,16.0,110.34482758620689
2020/21,AT Rayudu,11,289,359,289,9,39.888888888888886,124.22145328719722
2020/21,Abdul Samad,7,68,113,68,6,18.833333333333332,166.1764705882353
2020/21,Abhishek Sharma,7,59,71,59,4,17.75,120.33898305084745
2020/21,Arshdeep Singh,1,3,0,3,1,0.0,0.0
2020/21,B Kumar,1,2,0,2,1,0.0,0.0
2020/21,BA Stokes,8,207,285,207,7,40.714285714285715,137.68115942028984
2020/21,CH Gayle,7,225,295,225,6,49.166666666666664,131.11111111111111
2020/21,CH Morris,5,21,34,21,4,8.5,161.9047619047619
2020/21,CJ Jordan,4,33,29,33,2,14.5,87.87878787878788
2020/21,CV Varun,3,16,10,16,1,10.0,62.5
2020/21,D Padikkal,15,398,473,398,14,33.785714285714285,118.84422110552764
2020/21,DA Warner,16,423,548,423,14,39.142857142857146,129.55082742316785
2020/21,DJ Bravo,2,6,7,6,2,3.5,116.66666666666667
2020/21,DJ Hooda,5,74,102,74,1,102.0,137.83783783783784
2020/21,DL Chahar,3,12,7,12,1,7.0,58.333333333333336
2020/21,DR Sams,1,2,0,2,1,0.0,0.0
2020/21,DS Kulkarni,1,2,3,2,0,3.0,150.0
2020/21,DW Steyn,1,2,1,2,0,1.0,50.0
2020/21,EJG Morgan,14,314,419,314,10,41.9,133.4394904458599
2020/21,F du Plessis,13,329,449,329,10,44.9,136.4741641337386
2020/21,GJ Maxwell,11,112,108,112,6,18.0,96.42857142857143
2020/21,Gurkeerat Singh,5,83,71,83,0,71.0,85.54216867469879
2020/21,HH Pandya,13,167,283,167,8,35.375,169.46107784431138
2020/21,HV Patel,2,25,21,25,2,10.5,84.0
2020/21,I Udana,4,11,15,11,3,5.0,136.36363636363635
2020/21,Imran Tahir,1,10,13,10,0,13.0,130.0
2020/21,Ishan Kishan,13,361,516,361,9,57.333333333333336,142.93628808864264
2020/21,JC Archer,10,66,113,66,6,18.833333333333332,171.21212121212122
2020/21,JC Buttler,12,233,328,233,10,32.8,140.7725321888412
2020/21,JD Unadkat,1,13,9,13,1,9.0,69.23076923076923
2020/21,JDS Neesham,3,18,19,18,2,9.5,105.55555555555556
2020/21,JJ Bumrah,1,3,5,3,0,5.0,166.66666666666669
2020/21,JL Pattinson,2,13,15,13,1,15.0,115.38461538461537
2020/21,JM Bairstow,11,284,345,284,11,31.363636363636363,121.47887323943662
2020/21,JO Holder,4,54,66,54,2,33.0,122.22222222222223
2020/21,JR Philippe,5,80,78,80,4,19.5,97.5
2020/21,K Gowtham,2,27,42,27,1,42.0,155.55555555555557
2020/21,K Rabada,6,52,56,52,2,28.0,107.6923076923077
2020/21,KA Pollard,12,157,281,157,6,46.833333333333336,178.98089171974522
2020/21,KD Karthik,14,137,169,137,11,15.363636363636363,123.35766423357664
2020/21,KH Pandya,11,92,109,92,6,18.166666666666668,118.4782608695652
2020/21,KK Ahmed,1,2,0,2,0,0.0,0.0
2020/21,KK Nair,3,14,16,14,2,8.0,114.28571428571428
2020/21,KL Nagarkoti,6,32,22,32,3,7.333333333333333,68.75
2020/21,KL Rahul,14,531,676,531,14,48.285714285714285,127.30696798493409
2020/21,KM Jadhav,5,68,62,68,3,20.666666666666668,91.17647058823529
2020/21,KS Williamson,11,241,317,241,6,52.833333333333336,131.53526970954357
2020/21,Kartik Tyagi,2,6,4,6,1,4.0,66.66666666666666
2020/21,Kuldeep Yadav,2,21,13,21,0,13.0,61.904761904761905
2020/21,LH Ferguson,2,29,43,29,0,43.0,148.27586206896552
2020/21,M Ashwin,1,4,4,4,0,4.0,100.0
2020/21,M Prasidh Krishna,2,4,2,4,0,2.0,50.0
2020/21,M Vijay,3,44,32,44,3,10.666666666666666,72.72727272727273
2020/21,MA Agarwal,11,285,432,285,9,48.0,151.57894736842107
2020/21,MK Lomror,3,54,59,54,3,19.666666666666668,109.25925925925925
2020/21,MK Pandey,15,350,425,350,12,35.416666666666664,121.42857142857142
2020/21,MM Ali,3,16,12,16,2,6.0,75.0
2020/21,MP Stoinis,17,250,352,250,12,29.333333333333332,140.79999999999998
2020/21,MR Marsh,1,1,0,1,1,0.0,0.0
2020/21,MS Dhoni,12,175,200,175,7,28.571428571428573,114.28571428571428
2020/21,Mandeep Singh,7,111,130,111,6,21.666666666666668,117.11711711711712
2020/21,Mohammad Nabi,1,8,11,8,0,11.0,137.5
2020/21,Mohammed Shami,2,3,2,3,1,2.0,66.66666666666666
2020/21,Mohammed Siraj,3,14,17,14,1,17.0,121.42857142857142
2020/21,Mujeeb Ur Rahman,1,3,1,3,1,1.0,33.33333333333333
2020/21,N Jagadeesan,2,31,33,31,1,33.0,106.4516129032258
2020/21,N Pooran,14,215,353,215,12,29.416666666666668,164.18604651162792
2020/21,N Rana,14,260,352,260,13,27.076923076923077,135.3846153846154
2020/21,NM Coulter-Nile,2,15,25,15,1,25.0,166.66666666666669
2020/21,NS Naik,1,3,1,3,1,1.0,33.33333333333333
2020/21,Navdeep Saini,3,27,27,27,1,27.0,100.0
2020/21,P Dubey,1,13,7,13,0,7.0,53.84615384615385
2020/21,P Simran Singh,2,15,15,15,2,7.5,100.0
2020/21,PJ Cummins,10,120,146,120,7,20.857142857142858,121.66666666666666
2020/21,PK Garg,10,116,133,116,8,16.625,114.65517241379311
2020/21,PP Shaw,13,170,228,170,13,17.53846153846154,134.1176470588235
2020/21,Q de Kock,16,368,506,368,14,36.142857142857146,137.5
2020/21,R Ashwin,5,34,37,34,3,12.333333333333334,108.8235294117647
2020/21,R Parag,8,81,86,81,6,14.333333333333334,106.17283950617285
2020/21,R Tewatia,11,187,255,187,6,42.5,136.36363636363635
2020/21,RA Jadeja,11,142,232,142,5,46.4,163.38028169014086
2020/21,RA Tripathi,11,186,230,186,10,23.0,123.65591397849462
2020/21,RD Chahar,1,4,2,4,0,2.0,50.0
2020/21,RD Gaikwad,6,173,204,173,3,68.0,117.91907514450868
2020/21,RG Sharma,12,275,334,275,12,27.833333333333332,121.45454545454545
2020/21,RK Singh,1,11,11,11,1,11.0,100.0
2020/21,RR Pant,14,319,345,319,10,34.5,108.15047021943573
2020/21,RV Uthappa,12,170,196,170,11,17.818181818181817,115.29411764705881
2020/21,Rashid Khan,6,32,35,32,4,8.75,109.375
2020/21,Ravi Bishnoi,2,12,7,12,1,7.0,58.333333333333336
2020/21,S Dhawan,17,433,618,433,13,47.53846153846154,142.72517321016167
2020/21,S Dube,9,109,129,109,6,21.5,118.34862385321101
2020/21,S Gopal,5,41,37,41,4,9.25,90.2439024390244
2020/21,S Nadeem,2,8,7,8,1,7.0,87.5
2020/21,SA Yadav,15,340,480,340,9,53.333333333333336,141.1764705882353
2020/21,SM Curran,11,145,186,145,8,23.25,128.2758620689655
2020/21,SN Khan,3,30,33,30,2,16.5,110.00000000000001
2020/21,SN Thakur,2,21,12,21,1,12.0,57.14285714285714
2020/21,SO Hetmyer,11,127,185,127,8,23.125,145.6692913385827
2020/21,SP Goswami,2,5,0,5,2,0.0,0.0
2020/21,SP Narine,9,92,121,92,9,13.444444444444445,131.52173913043478
2020/21,SPD Smith,14,247,311,247,11,28.272727272727273,125.91093117408907
2020/21,SR Watson,11,254,299,254,10,29.9,117.71653543307086
2020/21,SS Cottrell,1,2,0,2,1,0.0,0.0
2020/21,SS Iyer,17,433,519,433,14,37.07142857142857,119.86143187066975
2020/21,SS Tiwary,5,81,103,81,5,20.6,127.16049382716051
2020/21,SV Samson,14,242,375,242,12,31.25,154.95867768595042
2020/21,Sandeep Sharma,5,15,12,15,2,6.0,80.0
2020/21,Shahbaz Ahmed,1,1,1,1,0,1.0,100.0
2020/21,Shivam Mavi,3,14,10,14,2,5.0,71.42857142857143
2020/21,Shubman Gill,14,382,440,382,11,40.0,115.18324607329843
2020/21,T Banton,2,22,18,22,2,9.0,81.81818181818183
2020/21,T Natarajan,2,5,3,5,0,3.0,60.0
2020/21,TA Boult,1,1,0,1,1,0.0,0.0
2020/21,TK Curran,4,63,83,63,1,83.0,131.74603174603175
2020/21,TU Deshpande,2,12,21,12,1,21.0,175.0
2020/21,UT Yadav,1,2,0,2,1,0.0,0.0
2020/21,V Kohli,15,402,471,402,11,42.81818181818182,117.16417910447761
2020/21,V Shankar,5,99,97,99,4,24.25,97.97979797979798
2020/21,VR Aaron,2,10,1,10,1,1.0,10.0
2020/21,WP Saha,4,159,214,159,2,107.0,134.59119496855345
2020/21,Washington Sundar,9,98,111,98,6,18.5,113.26530612244898
2020/21,YBK Jaiswal,3,44,40,44,3,13.333333333333334,90.9090909090909
2020/21,YS Chahal,2,5,1,5,1,1.0,20.0
2021,AB de Villiers,14,215,313,215,8,39.125,145.58139534883722
2021,AD Russell,8,127,183,127,6,30.5,144.09448818897638
2021,AF Milne,3,19,16,19,2,8.0,84.21052631578947
2021,AK Markram,6,123,146,123,5,29.2,118.69918699186992
2021,AM Rahane,1,9,8,9,1,8.0,88.88888888888889
2021,AR Patel,6,52,40,52,5,8.0,76.92307692307693
2021,AT Rayudu,13,175,257,175,9,28.555555555555557,146.85714285714286
2021,Abdul Samad,10,89,111,89,8,13.875,124.7191011235955
2021,Abhishek Sharma,7,78,98,78,6,16.333333333333332,125.64102564102564
2021,Anmolpreet Singh,1,14,16,14,1,16.0,114.28571428571428
2021,Anuj Rawat,1,1,0,1,1,0.0,0.0
2021,Arshdeep Singh,2,3,2,3,0,2.0,66.66666666666666
2021,Avesh Khan,1,3,5,3,0,5.0,166.66666666666669
2021,B Kumar,7,32,34,32,1,34.0,106.25
2021,BA Stokes,1,3,0,3,1,0.0,0.0
2021,C Sakariya,5,25,16,25,4,4.0,64.0
2021,CA Lynn,1,36,49,36,1,49.0,136.11111111111111
2021,CH Gayle,10,160,193,160,9,21.444444444444443,120.625
2021,CH Morris,7,53,67,53,5,13.4,126.41509433962264
2021,CJ Jordan,2,21,32,21,2,16.0,152.38095238095238
2021,CR Woakes,1,11,15,11,0,15.0,136.36363636363635
2021,CV Varun,2,4,2,4,0,2.0,50.0
2021,D Padikkal,14,342,411,342,13,31.615384615384617,120.17543859649122
2021,DA Miller,8,115,124,115,5,24.8,107.82608695652173
2021,DA Warner,8,191,197,191,6,32.833333333333336,103.1413612565445
2021,DJ Bravo,3,22,47,22,1,47.0,213.63636363636363
2021,DJ Hooda,11,125,160,125,9,17.77777777777778,128.0
2021,DJ Malan,1,26,26,26,1,26.0,100.0
2021,DL Chahar,1,1,1,1,0,1.0,100.0
2021,DR Sams,2,6,6,6,1,6.0,100.0
2021,DT Christian,7,24,14,24,4,3.5,58.333333333333336
2021,E Lewis,5,96,151,96,5,30.2,157.29166666666669
2021,EJG Morgan,15,142,133,142,11,12.090909090909092,93.66197183098592
2021,F du Plessis,16,471,633,471,14,45.214285714285715,134.39490445859872
2021,FA Allen,2,12,6,12,1,6.0,50.0
2021,GD Phillips,3,33,26,33,2,13.0,78.78787878787878
2021,GHS Garton,2,4,2,4,1,2.0,50.0
2021,GJ Maxwell,14,373,513,373,11,46.63636363636363,137.53351206434317
2021,HH Pandya,11,116,127,116,9,14.11111111111111,109.48275862068965
2021,HV Patel,7,48,59,48,4,14.75,122.91666666666667
2021,Harbhajan Singh,2,4,4,4,0,4.0,100.0
2021,Harpreet Brar,5,61,64,61,0,64.0,104.91803278688525
2021,Ishan Kishan,10,182,241,182,9,26.77777777777778,132.41758241758242
2021,J Suchith,1,6,14,6,0,14.0,233.33333333333334
2021,J Yadav,2,26,34,26,2,17.0,130.76923076923077
2021,JA Richardson,2,25,15,25,2,7.5,60.0
2021,JC Buttler,7,173,254,173,7,36.285714285714285,146.82080924855492
2021,JD Unadkat,3,32,41,32,2,20.5,128.125
2021,JDS Neesham,2,2,0,2,2,0.0,0.0
2021,JJ Bumrah,7,17,16,17,2,8.0,94.11764705882352
2021,JJ Roy,5,125,150,125,5,30.0,120.0
2021,JM Bairstow,7,179,248,179,6,41.333333333333336,138.54748603351956
2021,JO Holder,7,73,85,73,6,14.166666666666666,116.43835616438356
2021,K Rabada,3,6,13,6,0,13.0,216.66666666666666
2021,K Yadav,1,4,0,4,0,0.0,0.0
2021,KA Jamieson,7,55,65,55,1,65.0,118.18181818181819
2021,KA Pollard,13,180,245,180,7,35.0,136.11111111111111
2021,KD Karthik,15,172,223,172,10,22.3,129.6511627906977
2021,KH Pandya,12,126,143,126,9,15.88888888888889,113.4920634920635
2021,KK Ahmed,1,2,1,2,1,1.0,50.0
2021,KL Nagarkoti,1,2,0,2,1,0.0,0.0
2021,KL Rahul,13,465,626,465,9,69.55555555555556,134.6236559139785
2021,KM Jadhav,5,55,55,55,4,13.75,100.0
2021,KS Bharat,6,161,191,161,5,38.2,118.6335403726708
2021,KS Williamson,10,250,270,250,5,54.0,108.0
2021,Kartik Tyagi,2,4,2,4,1,2.0,50.0
2021,LH Ferguson,1,13,18,13,0,18.0,138.46153846153845
2021,LS Livingstone,5,43,42,43,5,8.4,97.67441860465115
2021,Lalit Yadav,5,75,68,75,2,34.0,90.66666666666666
2021,M Ashwin,2,24,15,24,2,7.5,62.5
2021,M Jansen,2,4,0,4,2,0.0,0.0
2021,M Prasidh Krishna,1,1,0,1,0,0.0,0.0
2021,M Shahrukh Khan,10,118,153,118,6,25.5,129.66101694915255
2021,M Vohra,4,40,42,40,4,10.5,105.0
2021,MA Agarwal,12,324,441,324,11,40.09090909090909,136.11111111111111
2021,MC Henriques,4,32,31,32,2,15.5,96.875
2021,MK Lomror,4,76,94,76,3,31.333333333333332,123.6842105263158
2021,MK Pandey,8,246,292,246,6,48.666666666666664,118.69918699186992
2021,MM Ali,15,270,357,270,14,25.5,132.22222222222223
2021,MP Stoinis,7,74,89,74,4,22.25,120.27027027027026
2021,MS Dhoni,11,111,114,111,7,16.285714285714285,102.7027027027027
2021,Mandeep Singh,1,14,15,14,1,15.0,107.14285714285714
2021,Mohammad Nabi,3,22,34,22,3,11.333333333333334,154.54545454545453
2021,Mohammed Shami,3,17,13,17,0,13.0,76.47058823529412
2021,Mohammed Siraj,4,26,20,26,1,20.0,76.92307692307693
2021,Mujeeb Ur Rahman,1,1,1,1,0,1.0,100.0
2021,Mustafizur Rahman,3,14,8,14,0,8.0,57.14285714285714
2021,N Pooran,10,77,85,77,10,8.5,110.3896103896104
2021,N Rana,16,325,383,325,13,29.46153846153846,117.84615384615384
2021,NM Coulter-Nile,2,5,4,5,2,2.0,80.0
2021,NT Ellis,2,17,18,17,1,18.0,105.88235294117648
2021,Navdeep Saini,1,5,2,5,1,2.0,40.0
2021,P Simran Singh,2,23,19,23,2,9.5,82.6086956521739
2021,PJ Cummins,5,60,93,60,3,31.0,155.0
2021,PK Garg,5,75,72,75,5,14.4,96.0
2021,PP Chawla,1,2,0,2,1,0.0,0.0
2021,PP Shaw,15,308,479,308,14,34.214285714285715,155.5194805194805
2021,PWH de Silva,2,2,1,2,1,1.0,50.0
2021,Q de Kock,11,261,297,261,10,29.7,113.79310344827587
2021,R Ashwin,5,43,44,43,2,22.0,102.32558139534885
2021,R Parag,10,84,93,84,8,11.625,110.71428571428572
2021,R Tewatia,11,152,155,152,10,15.5,101.9736842105263
2021,RA Jadeja,11,170,227,170,3,75.66666666666667,133.52941176470588
2021,RA Tripathi,16,285,397,285,14,28.357142857142858,139.29824561403507
2021,RD Chahar,4,15,14,15,4,3.5,93.33333333333333
2021,RD Gaikwad,16,474,635,474,14,45.357142857142854,133.9662447257384
2021,RG Sharma,13,307,381,307,12,31.75,124.10423452768731
2021,RM Patidar,4,65,71,65,4,17.75,109.23076923076923
2021,RR Pant,16,343,424,343,10,42.4,123.61516034985422
2021,RV Patel,2,29,25,29,1,25.0,86.20689655172413
2021,RV Uthappa,4,86,115,86,4,28.75,133.72093023255815
2021,Rashid Khan,10,71,83,71,6,13.833333333333334,116.90140845070422
2021,Ravi Bishnoi,1,5,1,5,1,1.0,20.0
2021,S Dhawan,16,480,587,480,14,41.92857142857143,122.29166666666667
2021,S Dube,9,205,230,205,8,28.75,112.19512195121952
2021,S Gopal,2,5,7,5,1,7.0,140.0
2021,S Kaul,2,8,8,8,0,8.0,100.0
2021,S Nadeem,1,1,0,1,1,0.0,0.0
2021,SA Yadav,14,226,317,226,14,22.642857142857142,140.26548672566372
2021,SK Raina,11,133,160,133,7,22.857142857142858,120.30075187969925
2021,SM Curran,4,30,56,30,2,28.0,186.66666666666666
2021,SN Khan,2,4,0,4,2,0.0,0.0
2021,SN Thakur,4,6,5,6,1,5.0,83.33333333333334
2021,SO Hetmyer,12,153,242,153,6,40.333333333333336,158.16993464052288
2021,SP Narine,10,51,62,51,8,7.75,121.56862745098039
2021,SPD Smith,7,136,152,136,6,25.333333333333332,111.76470588235294
2021,SS Iyer,8,181,175,181,5,35.0,96.68508287292818
2021,SS Tiwary,4,99,115,99,2,57.5,116.16161616161615
2021,SV Samson,14,372,484,372,12,40.333333333333336,130.10752688172042
2021,Sachin Baby,1,17,7,17,1,7.0,41.17647058823529
2021,Sandeep Sharma,2,7,8,7,0,8.0,114.28571428571428
2021,Shahbaz Ahmed,7,55,59,55,7,8.428571428571429,107.27272727272728
2021,Shakib Al Hasan,6,50,47,50,5,9.4,94.0
2021,Shivam Mavi,2,21,25,21,2,12.5,119.04761904761905
2021,Shubman Gill,17,415,478,415,15,31.866666666666667,115.18072289156626
2021,T Shamsi,1,4,2,4,0,2.0,50.0
2021,TA Boult,2,4,1,4,0,1.0,25.0
2021,TG Southee,1,5,3,5,1,3.0,60.0
2021,TH David,1,3,1,3,1,1.0,33.33333333333333
2021,TK Curran,2,17,21,17,1,21.0,123.52941176470588
2021,TL Seifert,1,5,2,5,0,2.0,40.0
2021,V Kohli,15,347,405,347,13,31.153846153846153,116.71469740634006
2021,V Shankar,5,52,58,52,5,11.6,111.53846153846155
2021,VR Iyer,10,299,370,299,9,41.111111111111114,123.74581939799332
2021,Virat Singh,2,26,15,26,2,7.5,57.692307692307686
2021,WP Saha,9,144,131,144,8,16.375,90.97222222222221
2021,Washington Sundar,4,48,31,48,4,7.75,64.58333333333334
2021,YBK Jaiswal,10,168,249,168,10,24.9,148.21428571428572
2021,YS Chahal,2,27,10,27,0,10.0,37.03703703703704
2022,A Badoni,11,139,161,139,7,23.0,115.8273381294964
2022,A Manohar,7,79,108,79,6,18.0,136.70886075949366
2022,A Nortje,1,7,1,7,0,1.0,14.285714285714285
2022,A Tomar,1,8,4,8,1,4.0,50.0
2022,AD Russell,12,200,335,200,9,37.22222222222222,167.5
2022,AJ Finch,5,70,86,70,5,17.2,122.85714285714286
2022,AK Markram,12,277,381,277,8,47.625,137.5451263537906
2022,AM Rahane,7,131,133,131,7,19.0,101.52671755725191
2022,AR Patel,10,122,182,122,3,60.666666666666664,149.18032786885246
2022,AS Joseph,3,7,5,7,1,5.0,71.42857142857143
2022,AS Roy,1,2,0,2,1,0.0,0.0
2022,AT Rayudu,11,230,274,230,10,27.4,119.1304347826087
2022,Abdul Samad,2,7,4,7,2,2.0,57.14285714285714
2022,Abhishek Sharma,14,329,426,329,14,30.428571428571427,129.48328267477203
2022,Akash Deep,1,2,0,2,1,0.0,0.0
2022,Aman Hakim Khan,1,3,5,3,1,5.0,166.66666666666669
2022,Anmolpreet Singh,2,13,13,13,2,6.5,100.0
2022,Anuj Rawat,8,123,129,123,7,18.428571428571427,104.8780487804878
2022,Arshdeep Singh,6,30,21,30,0,21.0,70.0
2022,Avesh Khan,4,13,22,13,1,22.0,169.23076923076923
2022,B Indrajith,3,31,21,31,3,7.0,67.74193548387096
2022,B Kumar,6,28,24,28,2,12.0,85.71428571428571
2022,B Sai Sudharsan,5,118,145,118,4,36.25,122.88135593220339
2022,CJ Jordan,2,9,11,9,1,11.0,122.22222222222223
2022,CV Varun,3,18,12,18,0,12.0,66.66666666666666
2022,D Brevis,7,116,161,116,7,23.0,138.79310344827587
2022,D Padikkal,17,317,376,317,17,22.11764705882353,118.61198738170347
2022,D Pretorius,5,28,44,28,4,11.0,157.14285714285714
2022,DA Miller,16,348,481,348,7,68.71428571428571,138.2183908045977
2022,DA Warner,12,301,432,301,9,48.0,143.52159468438538
2022,DJ Bravo,6,26,23,26,2,11.5,88.46153846153845
2022,DJ Hooda,14,340,451,340,13,34.69230769230769,132.64705882352942
2022,DJ Mitchell,2,46,33,46,2,16.5,71.73913043478261
2022,DJ Willey,2,32,18,32,2,9.0,56.25
2022,DP Conway,7,176,252,176,6,42.0,143.1818181818182
2022,DR Sams,10,40,38,40,7,5.428571428571429,95.0
2022,E Lewis,5,60,73,60,3,24.333333333333332,121.66666666666666
2022,F du Plessis,16,377,468,377,15,31.2,124.13793103448276
2022,FA Allen,1,7,8,7,1,8.0,114.28571428571428
2022,Fazalhaq Farooqi,1,8,2,8,0,2.0,25.0
2022,GJ Maxwell,13,184,301,184,10,30.1,163.58695652173913
2022,HE van der Dussen,3,25,22,25,2,11.0,88.0
2022,HH Pandya,15,387,487,387,9,54.111111111111114,125.83979328165375
2022,HR Shokeen,2,48,43,48,2,21.5,89.58333333333334
2022,HV Patel,7,42,43,42,4,10.75,102.38095238095238
2022,Harpreet Brar,3,25,22,25,3,7.333333333333333,88.0
2022,Harshit Rana,2,2,2,2,0,2.0,100.0
2022,Ishan Kishan,14,355,418,355,13,32.15384615384615,117.74647887323944
2022,J Suchith,2,8,2,8,2,1.0,25.0
2022,JC Buttler,17,596,863,596,14,61.642857142857146,144.7986577181208
2022,JD Unadkat,5,37,59,37,1,59.0,159.45945945945945
2022,JDS Neesham,2,27,31,27,1,31.0,114.81481481481481
2022,JJ Bumrah,4,9,0,9,1,0.0,0.0
2022,JM Bairstow,11,180,253,180,10,25.3,140.55555555555554
2022,JM Sharma,10,149,234,149,8,29.25,157.04697986577182
2022,JO Holder,8,46,58,46,6,9.666666666666666,126.08695652173914
2022,JR Hazlewood,5,27,18,27,0,18.0,66.66666666666666
2022,K Gowtham,1,2,0,2,1,0.0,0.0
2022,K Kartikeya,1,6,3,6,0,3.0,50.0
2022,K Rabada,7,47,48,47,4,12.0,102.12765957446808
2022,KA Pollard,11,146,144,146,8,18.0,98.63013698630137
